#format table ## [WaveView Analyzer] saved 23:38:22 Fri Jan  2 2015
TIME ,v(fgnd):ptubes=1 ,v(fgnd):ptubes=2 ,v(fgnd):ptubes=3 ,v(fgnd):ptubes=4 ,v(fgnd):ptubes=5 ,v(fgnd):ptubes=6 ,v(fgnd):ptubes=7 ,v(fgnd):ptubes=8 ,v(fgnd):ptubes=9 ,v(fgnd):ptubes=10 ,v(fgnd):ptubes=11 ,v(fgnd):ptubes=12 ,v(fgnd):ptubes=13 ,v(fgnd):ptubes=14 ,v(fgnd):ptubes=15 ,v(fgnd):ptubes=16 ,v(fgnd):ptubes=17 ,v(fgnd):ptubes=18 ,v(fgnd):ptubes=19 ,v(fgnd):ptubes=20 ,v(fgnd):ptubes=21 ,v(fgnd):ptubes=22 ,v(fgnd):ptubes=23 ,v(fgnd):ptubes=24 ,v(fgnd):ptubes=25 ,v(fgnd):ptubes=26 ,v(fgnd):ptubes=27 ,v(fgnd):ptubes=28 ,v(fgnd):ptubes=29 ,v(fgnd):ptubes=30 ,v(fgnd):ptubes=31 ,v(fgnd):ptubes=32 ,v(fgnd):ptubes=33 ,v(fgnd):ptubes=34 ,v(fgnd):ptubes=35 ,v(fgnd):ptubes=36 ,v(fgnd):ptubes=37 ,v(fgnd):ptubes=38 ,v(fgnd):ptubes=39 ,v(fgnd):ptubes=40 ,v(fgnd):ptubes=41 ,v(fgnd):ptubes=42 ,v(fgnd):ptubes=43 ,v(fgnd):ptubes=44 ,v(fgnd):ptubes=45 ,v(fgnd):ptubes=46 ,v(fgnd):ptubes=47 ,v(fgnd):ptubes=48 ,v(fgnd):ptubes=49 ,v(fgnd):ptubes=50 
 1.3740026E-11 , 2.2069532E-01 , 1.3074462E-01 , 9.6776485E-02 , 7.7263001E-02 , 6.8263435E-02 , 6.0848131E-02 , 5.5656135E-02 , 5.1569596E-02 , 4.8014055E-02 , 4.3307105E-02 , 3.9647076E-02 , 3.6977000E-02 , 3.5669961E-02 , 3.4514542E-02 , 3.3106122E-02 , 3.1021726E-02 , 2.8897562E-02 , 2.7249394E-02 , 2.5904328E-02 , 2.4668624E-02 , 2.3560867E-02 , 2.2542525E-02 , 2.1623107E-02 , 2.0788563E-02 , 2.0054706E-02 , 1.9342877E-02 , 1.8684516E-02 , 1.8083252E-02 , 1.7519903E-02 , 1.6993211E-02 , 1.6495471E-02 , 1.6026579E-02 , 1.5583586E-02 , 1.5164623E-02 , 1.4767758E-02 , 1.4391309E-02 , 1.4033714E-02 , 1.3694320E-02 , 1.3370459E-02 , 1.3061890E-02 , 1.2767322E-02 , 1.2485429E-02 , 1.2216158E-02 , 1.1958317E-02 , 1.1711193E-02 , 1.1474476E-02 , 1.1246868E-02 , 1.1028305E-02 , 1.0817781E-02 , 1.0615180E-02 
 1.3747368E-11 , 2.2058765E-01 , 1.3074715E-01 , 9.6813236E-02 , 7.7287279E-02 , 6.8407247E-02 , 6.0945907E-02 , 5.5794974E-02 , 5.1697204E-02 , 4.8113294E-02 , 4.3347385E-02 , 3.9683277E-02 , 3.7023626E-02 , 3.5748615E-02 , 3.4597212E-02 , 3.3184618E-02 , 3.1045372E-02 , 2.8930006E-02 , 2.7283028E-02 , 2.5936853E-02 , 2.4699577E-02 , 2.3590146E-02 , 2.2570140E-02 , 2.1649223E-02 , 2.0813366E-02 , 2.0078890E-02 , 1.9364081E-02 , 1.8704917E-02 , 1.8103122E-02 , 1.7539267E-02 , 1.7012043E-02 , 1.6513849E-02 , 1.6044523E-02 , 1.5601119E-02 , 1.5181763E-02 , 1.4784524E-02 , 1.4407716E-02 , 1.4049777E-02 , 1.3710042E-02 , 1.3385864E-02 , 1.3076987E-02 , 1.2782123E-02 , 1.2499954E-02 , 1.2230409E-02 , 1.1972304E-02 , 1.1724926E-02 , 1.1487966E-02 , 1.1260120E-02 , 1.1041336E-02 , 1.0830591E-02 , 1.0627777E-02 
 1.3748208E-11 , 2.2057532E-01 , 1.3074744E-01 , 9.6817443E-02 , 7.7300675E-02 , 6.8423709E-02 , 6.0957100E-02 , 5.5810867E-02 , 5.1711811E-02 , 4.8124654E-02 , 4.3351996E-02 , 3.9687421E-02 , 3.7028964E-02 , 3.5757618E-02 , 3.4606675E-02 , 3.3193604E-02 , 3.1048079E-02 , 2.8933720E-02 , 2.7286878E-02 , 2.5940576E-02 , 2.4703120E-02 , 2.3593497E-02 , 2.2573301E-02 , 2.1652212E-02 , 2.0816206E-02 , 2.0081658E-02 , 1.9366508E-02 , 1.8707252E-02 , 1.8105397E-02 , 1.7541484E-02 , 1.7014198E-02 , 1.6515952E-02 , 1.6046578E-02 , 1.5603126E-02 , 1.5183725E-02 , 1.4786443E-02 , 1.4409594E-02 , 1.4051615E-02 , 1.3711841E-02 , 1.3387628E-02 , 1.3078715E-02 , 1.2783817E-02 , 1.2501616E-02 , 1.2232040E-02 , 1.1973905E-02 , 1.1726498E-02 , 1.1489510E-02 , 1.1261637E-02 , 1.1042827E-02 , 1.0832057E-02 , 1.0629219E-02 
 1.3762490E-11 , 2.2036587E-01 , 1.3075236E-01 , 9.6888931E-02 , 7.7528301E-02 , 6.8703449E-02 , 6.1147292E-02 , 5.6080934E-02 , 5.1960033E-02 , 4.8317691E-02 , 4.3430347E-02 , 3.9757841E-02 , 3.7119660E-02 , 3.5910614E-02 , 3.4767484E-02 , 3.3346294E-02 , 3.1094076E-02 , 2.8996831E-02 , 2.7352304E-02 , 2.6003844E-02 , 2.4763329E-02 , 2.3650450E-02 , 2.2627017E-02 , 2.1703013E-02 , 2.0864453E-02 , 2.0124822E-02 , 1.9407753E-02 , 1.8746937E-02 , 1.8144048E-02 , 1.7579152E-02 , 1.7050830E-02 , 1.6551701E-02 , 1.6081483E-02 , 1.5637230E-02 , 1.5217066E-02 , 1.4819054E-02 , 1.4441507E-02 , 1.4082860E-02 , 1.3742422E-02 , 1.3417594E-02 , 1.3108082E-02 , 1.2812607E-02 , 1.2529870E-02 , 1.2259761E-02 , 1.2001113E-02 , 1.1753210E-02 , 1.1515750E-02 , 1.1287416E-02 , 1.1068174E-02 , 1.0856976E-02 , 1.0653722E-02 
 1.3763892E-11 , 2.2034531E-01 , 1.3075284E-01 , 9.6895947E-02 , 7.7550641E-02 , 6.8730903E-02 , 6.1165958E-02 , 5.6107439E-02 , 5.1984394E-02 , 4.8336636E-02 , 4.3438036E-02 , 3.9764752E-02 , 3.7128561E-02 , 3.5925629E-02 , 3.4783266E-02 , 3.3361279E-02 , 3.1098590E-02 , 2.9003025E-02 , 2.7358725E-02 , 2.6010053E-02 , 2.4769238E-02 , 2.3656039E-02 , 2.2632288E-02 , 2.1707998E-02 , 2.0868724E-02 , 2.0129058E-02 , 1.9411801E-02 , 1.8750831E-02 , 1.8147841E-02 , 1.7582848E-02 , 1.7054425E-02 , 1.6555210E-02 , 1.6084909E-02 , 1.5640577E-02 , 1.5220338E-02 , 1.4822255E-02 , 1.4444639E-02 , 1.4085927E-02 , 1.3745424E-02 , 1.3420535E-02 , 1.3110964E-02 , 1.2815433E-02 , 1.2532643E-02 , 1.2262482E-02 , 1.2003783E-02 , 1.1755832E-02 , 1.1518325E-02 , 1.1289946E-02 , 1.1070662E-02 , 1.0859421E-02 , 1.0656127E-02 
 1.3773094E-11 , 2.2021036E-01 , 1.3075601E-01 , 9.6942006E-02 , 7.7697301E-02 , 6.8911139E-02 , 6.1288499E-02 , 5.6281443E-02 , 5.2144322E-02 , 4.8390662E-02 , 4.3488518E-02 , 3.9810122E-02 , 3.7186996E-02 , 3.6024203E-02 , 3.4886875E-02 , 3.3459657E-02 , 3.1128226E-02 , 2.9043687E-02 , 2.7400879E-02 , 2.6050816E-02 , 2.4808031E-02 , 2.3692734E-02 , 2.2666897E-02 , 2.1740729E-02 , 2.0896764E-02 , 2.0156868E-02 , 1.9438375E-02 , 1.8776400E-02 , 1.8172744E-02 , 1.7607118E-02 , 1.7078026E-02 , 1.6578242E-02 , 1.6107398E-02 , 1.5662551E-02 , 1.5241820E-02 , 1.4843267E-02 , 1.4465201E-02 , 1.4106058E-02 , 1.3765127E-02 , 1.3439842E-02 , 1.3129884E-02 , 1.2833983E-02 , 1.2550847E-02 , 1.2280342E-02 , 1.2021312E-02 , 1.1773043E-02 , 1.1535231E-02 , 1.1306556E-02 , 1.1086993E-02 , 1.0875476E-02 , 1.0671914E-02 
 1.3777154E-11 , 2.2015082E-01 , 1.3075741E-01 , 9.6962329E-02 , 7.7762011E-02 , 6.8990664E-02 , 6.1342567E-02 , 5.6358218E-02 , 5.2214887E-02 , 4.8414500E-02 , 4.3510792E-02 , 3.9830141E-02 , 3.7212779E-02 , 3.6067697E-02 , 3.4932590E-02 , 3.3503064E-02 , 3.1141302E-02 , 2.9061628E-02 , 2.7419478E-02 , 2.6068802E-02 , 2.4825147E-02 , 2.3708925E-02 , 2.2682167E-02 , 2.1753874E-02 , 2.0909136E-02 , 2.0169139E-02 , 1.9450100E-02 , 1.8787681E-02 , 1.8183732E-02 , 1.7617826E-02 , 1.7088440E-02 , 1.6588405E-02 , 1.6117321E-02 , 1.5672246E-02 , 1.5251298E-02 , 1.4852538E-02 , 1.4474274E-02 , 1.4114940E-02 , 1.3773821E-02 , 1.3448361E-02 , 1.3138233E-02 , 1.2842167E-02 , 1.2558879E-02 , 1.2288222E-02 , 1.2029047E-02 , 1.1780637E-02 , 1.1542691E-02 , 1.1313884E-02 , 1.1094199E-02 , 1.0882560E-02 , 1.0678880E-02 
 1.3784843E-11 , 2.2003806E-01 , 1.3076006E-01 , 9.7000816E-02 , 7.7884561E-02 , 6.9141271E-02 , 6.1499450E-02 , 5.6503617E-02 , 5.2348526E-02 , 4.8459645E-02 , 4.3552974E-02 , 3.9868054E-02 , 3.7261608E-02 , 3.6150067E-02 , 3.5019166E-02 , 3.3585270E-02 , 3.1166066E-02 , 2.9095605E-02 , 2.7454702E-02 , 2.6102864E-02 , 2.4857563E-02 , 2.3739587E-02 , 2.2711087E-02 , 2.1778768E-02 , 2.0932567E-02 , 2.0192377E-02 , 1.9472306E-02 , 1.8809047E-02 , 1.8204541E-02 , 1.7638105E-02 , 1.7108162E-02 , 1.6607652E-02 , 1.6136113E-02 , 1.5690608E-02 , 1.5269248E-02 , 1.4870095E-02 , 1.4491455E-02 , 1.4131762E-02 , 1.3790285E-02 , 1.3464494E-02 , 1.3154043E-02 , 1.2857668E-02 , 1.2574091E-02 , 1.2303147E-02 , 1.2043695E-02 , 1.1795018E-02 , 1.1556818E-02 , 1.1327763E-02 , 1.1107845E-02 , 1.0895975E-02 , 1.0692073E-02 
 1.3798767E-11 , 2.1983386E-01 , 1.3076486E-01 , 9.7070511E-02 , 7.8106479E-02 , 6.9413994E-02 , 6.1783539E-02 , 5.6766911E-02 , 5.2590521E-02 , 4.8541394E-02 , 4.3629360E-02 , 3.9936707E-02 , 3.7350029E-02 , 3.6299225E-02 , 3.5175941E-02 , 3.3734130E-02 , 3.1210909E-02 , 2.9157133E-02 , 2.7518487E-02 , 2.6164544E-02 , 2.4916262E-02 , 2.3795111E-02 , 2.2758999E-02 , 2.1823847E-02 , 2.0974995E-02 , 2.0234458E-02 , 1.9512516E-02 , 1.8847735E-02 , 1.8242223E-02 , 1.7674828E-02 , 1.7143874E-02 , 1.6642504E-02 , 1.6170143E-02 , 1.5723857E-02 , 1.5301753E-02 , 1.4901889E-02 , 1.4522568E-02 , 1.4162224E-02 , 1.3820099E-02 , 1.3493708E-02 , 1.3182673E-02 , 1.2885736E-02 , 1.2601636E-02 , 1.2330172E-02 , 1.2070220E-02 , 1.1821061E-02 , 1.1582399E-02 , 1.1352896E-02 , 1.1132556E-02 , 1.0920269E-02 , 1.0715962E-02 
 1.3801181E-11 , 2.1979846E-01 , 1.3076569E-01 , 9.7082594E-02 , 7.8144951E-02 , 6.9461274E-02 , 6.1832789E-02 , 5.6812556E-02 , 5.2632474E-02 , 4.8555566E-02 , 4.3642603E-02 , 3.9948608E-02 , 3.7365358E-02 , 3.6325084E-02 , 3.5203120E-02 , 3.3759937E-02 , 3.1218683E-02 , 2.9167799E-02 , 2.7529545E-02 , 2.6175237E-02 , 2.4926438E-02 , 2.3803889E-02 , 2.2767305E-02 , 2.1831662E-02 , 2.0982351E-02 , 2.0241753E-02 , 1.9519487E-02 , 1.8854443E-02 , 1.8248755E-02 , 1.7681194E-02 , 1.7150066E-02 , 1.6648546E-02 , 1.6176042E-02 , 1.5729621E-02 , 1.5307388E-02 , 1.4907401E-02 , 1.4527962E-02 , 1.4167504E-02 , 1.3825268E-02 , 1.3498773E-02 , 1.3187636E-02 , 1.2890602E-02 , 1.2606411E-02 , 1.2334857E-02 , 1.2074818E-02 , 1.1825576E-02 , 1.1586834E-02 , 1.1357253E-02 , 1.1136840E-02 , 1.0924480E-02 , 1.0720103E-02 
 1.3816410E-11 , 2.1957512E-01 , 1.3075330E-01 , 9.7158822E-02 , 7.8387674E-02 , 6.9759566E-02 , 6.2143512E-02 , 5.7100534E-02 , 5.2897158E-02 , 4.8644980E-02 , 4.3726150E-02 , 4.0023698E-02 , 3.7462069E-02 , 3.6488226E-02 , 3.5374594E-02 , 3.3922753E-02 , 3.1267730E-02 , 2.9235095E-02 , 2.7599309E-02 , 2.6242700E-02 , 2.4990641E-02 , 2.3859266E-02 , 2.2819709E-02 , 2.1880967E-02 , 2.1028757E-02 , 2.0287779E-02 , 1.9563467E-02 , 1.8896759E-02 , 1.8289970E-02 , 1.7721360E-02 , 1.7189126E-02 , 1.6686665E-02 , 1.6213263E-02 , 1.5765988E-02 , 1.5342940E-02 , 1.4942175E-02 , 1.4561992E-02 , 1.4200822E-02 , 1.3857877E-02 , 1.3530727E-02 , 1.3218950E-02 , 1.2921302E-02 , 1.2636539E-02 , 1.2364417E-02 , 1.2103830E-02 , 1.1854060E-02 , 1.1614814E-02 , 1.1384742E-02 , 1.1163868E-02 , 1.0951051E-02 , 1.0746232E-02 
 1.3840224E-11 , 2.1922587E-01 , 1.3073392E-01 , 9.7278024E-02 , 7.8767227E-02 , 7.0226014E-02 , 6.2629398E-02 , 5.7550853E-02 , 5.3311051E-02 , 4.8784798E-02 , 4.3856795E-02 , 4.0141117E-02 , 3.7613299E-02 , 3.6743336E-02 , 3.5642732E-02 , 3.4177353E-02 , 3.1344427E-02 , 2.9340328E-02 , 2.7708402E-02 , 2.6348194E-02 , 2.5081153E-02 , 2.3945861E-02 , 2.2901654E-02 , 2.1958067E-02 , 2.1101324E-02 , 2.0359752E-02 , 1.9632241E-02 , 1.8962930E-02 , 1.8354418E-02 , 1.7784168E-02 , 1.7250207E-02 , 1.6746274E-02 , 1.6271465E-02 , 1.5822856E-02 , 1.5398534E-02 , 1.4996553E-02 , 1.4615206E-02 , 1.4252921E-02 , 1.3908869E-02 , 1.3580693E-02 , 1.3267917E-02 , 1.2969309E-02 , 1.2683651E-02 , 1.2410639E-02 , 1.2149197E-02 , 1.1898602E-02 , 1.1658567E-02 , 1.1427727E-02 , 1.1206132E-02 , 1.0992601E-02 , 1.0787090E-02 
 1.3870921E-11 , 2.1877569E-01 , 1.3070894E-01 , 9.7431675E-02 , 7.9256474E-02 , 7.0827269E-02 , 6.3255709E-02 , 5.8131319E-02 , 5.3844564E-02 , 4.8965026E-02 , 4.4025198E-02 , 4.0292471E-02 , 3.7808235E-02 , 3.7072175E-02 , 3.5988364E-02 , 3.4505536E-02 , 3.1443289E-02 , 2.9475974E-02 , 2.7849024E-02 , 2.6466718E-02 , 2.5197824E-02 , 2.4057483E-02 , 2.3007283E-02 , 2.2057449E-02 , 2.1194863E-02 , 2.0452525E-02 , 1.9720890E-02 , 1.9048224E-02 , 1.8437492E-02 , 1.7865129E-02 , 1.7328940E-02 , 1.6823110E-02 , 1.6346488E-02 , 1.5896158E-02 , 1.5470195E-02 , 1.5066647E-02 , 1.4683799E-02 , 1.4320077E-02 , 1.3974598E-02 , 1.3645100E-02 , 1.3331035E-02 , 1.3031190E-02 , 1.2744378E-02 , 1.2470220E-02 , 1.2207674E-02 , 1.1956016E-02 , 1.1714965E-02 , 1.1483135E-02 , 1.1260612E-02 , 1.1046158E-02 , 1.0839756E-02 
 1.3899808E-11 , 2.1835205E-01 , 1.3068544E-01 , 9.7576265E-02 , 7.9716871E-02 , 7.1393069E-02 , 6.3845087E-02 , 5.8677555E-02 , 5.4346615E-02 , 4.9134625E-02 , 4.4183671E-02 , 4.0434900E-02 , 3.7991676E-02 , 3.7381622E-02 , 3.6313614E-02 , 3.4814365E-02 , 3.1536322E-02 , 2.9603620E-02 , 2.7957574E-02 , 2.6578253E-02 , 2.5307615E-02 , 2.4162523E-02 , 2.3106682E-02 , 2.2150971E-02 , 2.1282886E-02 , 2.0539827E-02 , 1.9804312E-02 , 1.9128489E-02 , 1.8515668E-02 , 1.7941315E-02 , 1.7403030E-02 , 1.6895415E-02 , 1.6417087E-02 , 1.5965138E-02 , 1.5537630E-02 , 1.5132607E-02 , 1.4748347E-02 , 1.4383273E-02 , 1.4036451E-02 , 1.3705709E-02 , 1.3390432E-02 , 1.3089421E-02 , 1.2801524E-02 , 1.2526288E-02 , 1.2262704E-02 , 1.2010045E-02 , 1.1768038E-02 , 1.1535275E-02 , 1.1311878E-02 , 1.1096558E-02 , 1.0889317E-02 
 1.3923273E-11 , 2.1800792E-01 , 1.3066635E-01 , 9.7693721E-02 , 8.0090867E-02 , 7.1852688E-02 , 6.4323860E-02 , 5.9121281E-02 , 5.4754448E-02 , 4.9272397E-02 , 4.4312403E-02 , 4.0550600E-02 , 3.8140692E-02 , 3.7632997E-02 , 3.6577826E-02 , 3.4796761E-02 , 3.1611895E-02 , 2.9707312E-02 , 2.8045753E-02 , 2.6668857E-02 , 2.5396802E-02 , 2.4247850E-02 , 2.3187428E-02 , 2.2226942E-02 , 2.1354391E-02 , 2.0610746E-02 , 1.9872078E-02 , 1.9193691E-02 , 1.8579172E-02 , 1.8003203E-02 , 1.7463216E-02 , 1.6954151E-02 , 1.6474437E-02 , 1.6021173E-02 , 1.5592409E-02 , 1.5186189E-02 , 1.4800782E-02 , 1.4434609E-02 , 1.4086696E-02 , 1.3754944E-02 , 1.3438681E-02 , 1.3136725E-02 , 1.2847946E-02 , 1.2571834E-02 , 1.2307406E-02 , 1.2053935E-02 , 1.1811150E-02 , 1.1577631E-02 , 1.1353524E-02 , 1.1137499E-02 , 1.0929577E-02 
 1.3929650E-11 , 2.1791440E-01 , 1.3066116E-01 , 9.7725640E-02 , 8.0192501E-02 , 7.1977590E-02 , 6.4453967E-02 , 5.9241865E-02 , 5.4865278E-02 , 4.9309836E-02 , 4.4347387E-02 , 4.0582042E-02 , 3.8176384E-02 , 3.7701309E-02 , 3.6649626E-02 , 3.4791977E-02 , 3.1632433E-02 , 2.9735491E-02 , 2.8069716E-02 , 2.6693479E-02 , 2.5421039E-02 , 2.4271038E-02 , 2.3209371E-02 , 2.2247588E-02 , 2.1373822E-02 , 2.0630019E-02 , 1.9890494E-02 , 1.9211410E-02 , 1.8596430E-02 , 1.8020022E-02 , 1.7479572E-02 , 1.6970113E-02 , 1.6490022E-02 , 1.6036401E-02 , 1.5607296E-02 , 1.5200750E-02 , 1.4815031E-02 , 1.4448560E-02 , 1.4100351E-02 , 1.3768324E-02 , 1.3451793E-02 , 1.3149580E-02 , 1.2860561E-02 , 1.2584211E-02 , 1.2319554E-02 , 1.2065862E-02 , 1.1822866E-02 , 1.1589141E-02 , 1.1364841E-02 , 1.1148625E-02 , 1.0940517E-02 
 1.3964167E-11 , 2.1740818E-01 , 1.3063307E-01 , 9.7898416E-02 , 8.0742644E-02 , 7.2653682E-02 , 6.5158233E-02 , 5.9894579E-02 , 5.5465195E-02 , 4.9512496E-02 , 4.4536750E-02 , 4.0752235E-02 , 3.8369581E-02 , 3.8071077E-02 , 3.7038278E-02 , 3.4766082E-02 , 3.1743600E-02 , 2.9833428E-02 , 2.8199425E-02 , 2.6826755E-02 , 2.5552232E-02 , 2.4396553E-02 , 2.3328147E-02 , 2.2359340E-02 , 2.1479004E-02 , 2.0734339E-02 , 1.9990177E-02 , 1.9307322E-02 , 1.8689844E-02 , 1.8111059E-02 , 1.7568105E-02 , 1.7056513E-02 , 1.6574384E-02 , 1.6118827E-02 , 1.5687876E-02 , 1.5279567E-02 , 1.4892162E-02 , 1.4524075E-02 , 1.4174261E-02 , 1.3840748E-02 , 1.3522768E-02 , 1.3219163E-02 , 1.2928847E-02 , 1.2651208E-02 , 1.2385311E-02 , 1.2130423E-02 , 1.1886284E-02 , 1.1651446E-02 , 1.1426101E-02 , 1.1208849E-02 , 1.0999739E-02 
 1.3990427E-11 , 2.1702308E-01 , 1.3061170E-01 , 9.8158957E-02 , 8.1161167E-02 , 7.3168022E-02 , 6.5694007E-02 , 6.0391134E-02 , 5.5921584E-02 , 4.9666670E-02 , 4.4680809E-02 , 4.0881710E-02 , 3.8516557E-02 , 3.8352381E-02 , 3.7333946E-02 , 3.4746382E-02 , 3.1828172E-02 , 2.9907934E-02 , 2.8298103E-02 , 2.6928146E-02 , 2.5652038E-02 , 2.4492040E-02 , 2.3418506E-02 , 2.2444356E-02 , 2.1559022E-02 , 2.0813701E-02 , 2.0066012E-02 , 1.9380286E-02 , 1.8760910E-02 , 1.8180316E-02 , 1.7635457E-02 , 1.7122242E-02 , 1.6638562E-02 , 1.6181534E-02 , 1.5749178E-02 , 1.5339529E-02 , 1.4950839E-02 , 1.4581523E-02 , 1.4230488E-02 , 1.3895844E-02 , 1.3576762E-02 , 1.3272098E-02 , 1.2980796E-02 , 1.2702176E-02 , 1.2435335E-02 , 1.2179538E-02 , 1.1934529E-02 , 1.1698844E-02 , 1.1472705E-02 , 1.1254665E-02 , 1.1044792E-02 
 1.4020415E-11 , 2.1658329E-01 , 1.3058730E-01 , 9.8456494E-02 , 8.1639120E-02 , 7.3755397E-02 , 6.6305860E-02 , 6.0958200E-02 , 5.6053687E-02 , 4.9842737E-02 , 4.4845325E-02 , 4.1029571E-02 , 3.8684403E-02 , 3.8673628E-02 , 3.7671600E-02 , 3.4723884E-02 , 3.1924752E-02 , 2.9993020E-02 , 2.8410792E-02 , 2.7043934E-02 , 2.5766016E-02 , 2.4601085E-02 , 2.3521696E-02 , 2.2541444E-02 , 2.1650402E-02 , 2.0904333E-02 , 2.0152615E-02 , 1.9463612E-02 , 1.8842066E-02 , 1.8259407E-02 , 1.7712372E-02 , 1.7197304E-02 , 1.6711853E-02 , 1.6253144E-02 , 1.5819185E-02 , 1.5408004E-02 , 1.5017848E-02 , 1.4647129E-02 , 1.4294700E-02 , 1.3958765E-02 , 1.3638423E-02 , 1.3332551E-02 , 1.3040121E-02 , 1.2760382E-02 , 1.2492463E-02 , 1.2235627E-02 , 1.1989625E-02 , 1.1752973E-02 , 1.1525927E-02 , 1.1306986E-02 , 1.1096243E-02 
 1.4049702E-11 , 2.1615378E-01 , 1.3056347E-01 , 9.8747078E-02 , 8.2105903E-02 , 7.4329046E-02 , 6.6903414E-02 , 6.1512013E-02 , 5.6182703E-02 , 5.0014689E-02 , 4.5005995E-02 , 4.1173976E-02 , 3.8848326E-02 , 3.8987368E-02 , 3.7595464E-02 , 3.4701913E-02 , 3.2019075E-02 , 3.0076117E-02 , 2.8520848E-02 , 2.7157016E-02 , 2.5877330E-02 , 2.4707582E-02 , 2.3622474E-02 , 2.2636263E-02 , 2.1739646E-02 , 2.0992846E-02 , 2.0237194E-02 , 1.9544991E-02 , 1.8921326E-02 , 1.8336650E-02 , 1.7787491E-02 , 1.7270612E-02 , 1.6783431E-02 , 1.6323081E-02 , 1.5887555E-02 , 1.5474879E-02 , 1.5083292E-02 , 1.4711202E-02 , 1.4357411E-02 , 1.4020215E-02 , 1.3698644E-02 , 1.3391590E-02 , 1.3098060E-02 , 1.2817228E-02 , 1.2548256E-02 , 1.2290405E-02 , 1.2043433E-02 , 1.1805837E-02 , 1.1577904E-02 , 1.1358085E-02 , 1.1146491E-02 
 1.4090864E-11 , 2.1555012E-01 , 1.3052998E-01 , 9.9155475E-02 , 8.2761937E-02 , 7.5135272E-02 , 6.7743239E-02 , 6.2290363E-02 , 5.6364027E-02 , 5.0256357E-02 , 4.5231808E-02 , 4.1376928E-02 , 3.9078710E-02 , 3.9428310E-02 , 3.7488459E-02 , 3.4671033E-02 , 3.2020927E-02 , 3.0192905E-02 , 2.8675524E-02 , 2.7315946E-02 , 2.6033775E-02 , 2.4857256E-02 , 2.3764112E-02 , 2.2769526E-02 , 2.1865074E-02 , 2.1117246E-02 , 2.0356065E-02 , 1.9659363E-02 , 1.9032721E-02 , 1.8445211E-02 , 1.7893064E-02 , 1.7373642E-02 , 1.6884030E-02 , 1.6421373E-02 , 1.5983646E-02 , 1.5568868E-02 , 1.5175269E-02 , 1.4801252E-02 , 1.4445548E-02 , 1.4106579E-02 , 1.3783280E-02 , 1.3474567E-02 , 1.3179489E-02 , 1.2897120E-02 , 1.2626669E-02 , 1.2367393E-02 , 1.2119058E-02 , 1.1880134E-02 , 1.1650956E-02 , 1.1429901E-02 , 1.1217111E-02 
 1.4105935E-11 , 2.1533171E-01 , 1.3051771E-01 , 9.9305009E-02 , 8.3002144E-02 , 7.5430472E-02 , 6.8050740E-02 , 6.2575355E-02 , 5.6430418E-02 , 5.0344844E-02 , 4.5314489E-02 , 4.1451238E-02 , 3.9163066E-02 , 3.9589761E-02 , 3.7449280E-02 , 3.4659726E-02 , 3.2021605E-02 , 3.0235667E-02 , 2.8732159E-02 , 2.7374138E-02 , 2.6091057E-02 , 2.4912060E-02 , 2.3815972E-02 , 2.2818320E-02 , 2.1910999E-02 , 2.1162795E-02 , 2.0399589E-02 , 1.9701240E-02 , 1.9073508E-02 , 1.8484960E-02 , 1.7931720E-02 , 1.7411367E-02 , 1.6920865E-02 , 1.6457363E-02 , 1.6018829E-02 , 1.5603282E-02 , 1.5208946E-02 , 1.4834224E-02 , 1.4477819E-02 , 1.4138201E-02 , 1.3814269E-02 , 1.3504948E-02 , 1.3209305E-02 , 1.2926373E-02 , 1.2655380E-02 , 1.2395582E-02 , 1.2146748E-02 , 1.1907338E-02 , 1.1677704E-02 , 1.1456196E-02 , 1.1242969E-02 
 1.4124999E-11 , 2.1505543E-01 , 1.3050220E-01 , 9.9494156E-02 , 8.3305983E-02 , 7.5803872E-02 , 6.8439701E-02 , 6.2660663E-02 , 5.6514397E-02 , 5.0456771E-02 , 4.5419073E-02 , 4.1545235E-02 , 3.9269767E-02 , 3.9793981E-02 , 3.7399721E-02 , 3.4645425E-02 , 3.2022463E-02 , 3.0289757E-02 , 2.8803796E-02 , 2.7447746E-02 , 2.6163514E-02 , 2.4981381E-02 , 2.3881571E-02 , 2.2880040E-02 , 2.1969090E-02 , 2.1220410E-02 , 2.0454643E-02 , 1.9754211E-02 , 1.9125100E-02 , 1.8535239E-02 , 1.7980616E-02 , 1.7459085E-02 , 1.6967457E-02 , 1.6502886E-02 , 1.6063333E-02 , 1.5646812E-02 , 1.5251544E-02 , 1.4875930E-02 , 1.4518639E-02 , 1.4178200E-02 , 1.3853468E-02 , 1.3543378E-02 , 1.3247019E-02 , 1.2963375E-02 , 1.2691697E-02 , 1.2431238E-02 , 1.2181773E-02 , 1.1941748E-02 , 1.1711537E-02 , 1.1489457E-02 , 1.1275677E-02 
