#format table ## [WaveView Analyzer] saved 23:38:22 Fri Jan  2 2015
TIME ,v(fgnd):ptubes=1 ,v(fgnd):ptubes=2 ,v(fgnd):ptubes=3 ,v(fgnd):ptubes=4 ,v(fgnd):ptubes=5 ,v(fgnd):ptubes=6 ,v(fgnd):ptubes=7 ,v(fgnd):ptubes=8 ,v(fgnd):ptubes=9 ,v(fgnd):ptubes=10 ,v(fgnd):ptubes=11 ,v(fgnd):ptubes=12 ,v(fgnd):ptubes=13 ,v(fgnd):ptubes=14 ,v(fgnd):ptubes=15 ,v(fgnd):ptubes=16 ,v(fgnd):ptubes=17 ,v(fgnd):ptubes=18 ,v(fgnd):ptubes=19 ,v(fgnd):ptubes=20 ,v(fgnd):ptubes=21 ,v(fgnd):ptubes=22 ,v(fgnd):ptubes=23 ,v(fgnd):ptubes=24 ,v(fgnd):ptubes=25 ,v(fgnd):ptubes=26 ,v(fgnd):ptubes=27 ,v(fgnd):ptubes=28 ,v(fgnd):ptubes=29 ,v(fgnd):ptubes=30 ,v(fgnd):ptubes=31 ,v(fgnd):ptubes=32 ,v(fgnd):ptubes=33 ,v(fgnd):ptubes=34 ,v(fgnd):ptubes=35 ,v(fgnd):ptubes=36 ,v(fgnd):ptubes=37 ,v(fgnd):ptubes=38 ,v(fgnd):ptubes=39 ,v(fgnd):ptubes=40 ,v(fgnd):ptubes=41 ,v(fgnd):ptubes=42 ,v(fgnd):ptubes=43 ,v(fgnd):ptubes=44 ,v(fgnd):ptubes=45 ,v(fgnd):ptubes=46 ,v(fgnd):ptubes=47 ,v(fgnd):ptubes=48 ,v(fgnd):ptubes=49 ,v(fgnd):ptubes=50 
 3.9445721E-12 , 1.7944000E-01 , 1.4257906E-01 , 1.1591580E-01 , 9.7782593E-02 , 8.4543942E-02 , 7.4420198E-02 , 6.6441976E-02 , 5.9978339E-02 , 5.4582318E-02 , 5.0030874E-02 , 4.6161756E-02 , 4.2836510E-02 , 3.9963004E-02 , 3.7442736E-02 , 3.5211610E-02 , 3.3223466E-02 , 3.1441324E-02 , 2.9835277E-02 , 2.8395484E-02 , 2.7076640E-02 , 2.5870196E-02 , 2.4762804E-02 , 2.3741611E-02 , 2.2798615E-02 , 2.1936567E-02 , 2.1137144E-02 , 2.0393755E-02 , 1.9700700E-02 , 1.9052911E-02 , 1.8442043E-02 , 1.7872701E-02 , 1.7337451E-02 , 1.6833099E-02 , 1.6357162E-02 , 1.5907321E-02 , 1.5481473E-02 , 1.5077763E-02 , 1.4693904E-02 , 1.4329869E-02 , 1.3983146E-02 , 1.3652760E-02 , 1.3337983E-02 , 1.3036983E-02 , 1.2749234E-02 , 1.2473878E-02 , 1.2210174E-02 , 1.1957376E-02 , 1.1714955E-02 , 1.1481909E-02 , 1.1257927E-02 
 3.9485490E-12 , 1.7955030E-01 , 1.4264460E-01 , 1.1593815E-01 , 9.7787484E-02 , 8.4541527E-02 , 7.4414956E-02 , 6.6434201E-02 , 5.9969134E-02 , 5.4572636E-02 , 5.0021274E-02 , 4.6152264E-02 , 4.2827224E-02 , 3.9953477E-02 , 3.7432937E-02 , 3.5201638E-02 , 3.3213395E-02 , 3.1431212E-02 , 2.9825167E-02 , 2.8385608E-02 , 2.7066623E-02 , 2.5860054E-02 , 2.4752584E-02 , 2.3731313E-02 , 2.2788278E-02 , 2.1926495E-02 , 2.1127335E-02 , 2.0384198E-02 , 1.9691385E-02 , 1.9043825E-02 , 1.8433101E-02 , 1.7863971E-02 , 1.7328918E-02 , 1.6824760E-02 , 1.6349008E-02 , 1.5899345E-02 , 1.5473667E-02 , 1.5070119E-02 , 1.4686407E-02 , 1.4322528E-02 , 1.3975949E-02 , 1.3645701E-02 , 1.3331069E-02 , 1.3030196E-02 , 1.2742569E-02 , 1.2467331E-02 , 1.2203737E-02 , 1.1951050E-02 , 1.1708740E-02 , 1.1475795E-02 , 1.1251911E-02 
 3.9742250E-12 , 1.8026249E-01 , 1.4278104E-01 , 1.1608244E-01 , 9.7819061E-02 , 8.4525933E-02 , 7.4381110E-02 , 6.6384002E-02 , 5.9909702E-02 , 5.4510126E-02 , 4.9959290E-02 , 4.6090977E-02 , 4.2767266E-02 , 3.9891968E-02 , 3.7369665E-02 , 3.5137248E-02 , 3.3148374E-02 , 3.1365927E-02 , 2.9759897E-02 , 2.8321845E-02 , 2.7001944E-02 , 2.5794578E-02 , 2.4686602E-02 , 2.3664822E-02 , 2.2721534E-02 , 2.1861469E-02 , 2.1064004E-02 , 2.0322490E-02 , 1.9631241E-02 , 1.8985160E-02 , 1.8375366E-02 , 1.7807604E-02 , 1.7273826E-02 , 1.6770918E-02 , 1.6296363E-02 , 1.5847848E-02 , 1.5423265E-02 , 1.5020768E-02 , 1.4638007E-02 , 1.4275136E-02 , 1.3929485E-02 , 1.3600129E-02 , 1.3286427E-02 , 1.2986375E-02 , 1.2699537E-02 , 1.2425060E-02 , 1.2162178E-02 , 1.1910202E-02 , 1.1668613E-02 , 1.1436321E-02 , 1.1213068E-02 
 3.9774668E-12 , 1.8030535E-01 , 1.4279827E-01 , 1.1610066E-01 , 9.7823047E-02 , 8.4523964E-02 , 7.4376836E-02 , 6.6377665E-02 , 5.9902198E-02 , 5.4502234E-02 , 4.9951464E-02 , 4.6083239E-02 , 4.2759696E-02 , 3.9884202E-02 , 3.7361677E-02 , 3.5129119E-02 , 3.3140165E-02 , 3.1357684E-02 , 2.9751656E-02 , 2.8313794E-02 , 2.6993778E-02 , 2.5786311E-02 , 2.4678271E-02 , 2.3656427E-02 , 2.2713107E-02 , 2.1853259E-02 , 2.1056008E-02 , 2.0314699E-02 , 1.9623648E-02 , 1.8977753E-02 , 1.8368077E-02 , 1.7800488E-02 , 1.7266870E-02 , 1.6764120E-02 , 1.6289716E-02 , 1.5841346E-02 , 1.5416902E-02 , 1.5014537E-02 , 1.4631897E-02 , 1.4269152E-02 , 1.3923618E-02 , 1.3594375E-02 , 1.3280790E-02 , 1.2980842E-02 , 1.2694104E-02 , 1.2419723E-02 , 1.2156931E-02 , 1.1905045E-02 , 1.1663547E-02 , 1.1431337E-02 , 1.1208163E-02 
 3.9878374E-12 , 1.8044247E-01 , 1.4285338E-01 , 1.1615894E-01 , 9.7835801E-02 , 8.4517666E-02 , 7.4362398E-02 , 6.6357389E-02 , 5.9878193E-02 , 5.4476986E-02 , 4.9926429E-02 , 4.6058485E-02 , 4.2735479E-02 , 3.9859359E-02 , 3.7336121E-02 , 3.5103112E-02 , 3.3113902E-02 , 3.1331315E-02 , 2.9725293E-02 , 2.8288040E-02 , 2.6967655E-02 , 2.5759865E-02 , 2.4651620E-02 , 2.3629571E-02 , 2.2686150E-02 , 2.1826994E-02 , 2.1030429E-02 , 2.0289775E-02 , 1.9599356E-02 , 1.8954058E-02 , 1.8344757E-02 , 1.7777721E-02 , 1.7244619E-02 , 1.6742374E-02 , 1.6268452E-02 , 1.5820546E-02 , 1.5396545E-02 , 1.4994604E-02 , 1.4612348E-02 , 1.4250010E-02 , 1.3904851E-02 , 1.3575968E-02 , 1.3262759E-02 , 1.2963142E-02 , 1.2676724E-02 , 1.2402650E-02 , 1.2140145E-02 , 1.1888547E-02 , 1.1647340E-02 , 1.1415394E-02 , 1.1192475E-02 
 3.9992211E-12 , 1.8059298E-01 , 1.4291387E-01 , 1.1618052E-01 , 9.7849801E-02 , 8.4510753E-02 , 7.4346549E-02 , 6.6335134E-02 , 5.9851844E-02 , 5.4449272E-02 , 4.9898948E-02 , 4.6031313E-02 , 4.2708896E-02 , 3.9832088E-02 , 3.7308070E-02 , 3.5074564E-02 , 3.3085075E-02 , 3.1302370E-02 , 2.9696355E-02 , 2.8259770E-02 , 2.6938979E-02 , 2.5730836E-02 , 2.4622367E-02 , 2.3600092E-02 , 2.2656558E-02 , 2.1798164E-02 , 2.1002350E-02 , 2.0262417E-02 , 1.9572690E-02 , 1.8928049E-02 , 1.8319160E-02 , 1.7752731E-02 , 1.7220193E-02 , 1.6718503E-02 , 1.6245112E-02 , 1.5797714E-02 , 1.5374199E-02 , 1.4972724E-02 , 1.4590889E-02 , 1.4228999E-02 , 1.3884251E-02 , 1.3555763E-02 , 1.3242967E-02 , 1.2943714E-02 , 1.2657646E-02 , 1.2383909E-02 , 1.2121719E-02 , 1.1870437E-02 , 1.1629549E-02 , 1.1397892E-02 , 1.1175253E-02 
 3.9992237E-12 , 1.8059302E-01 , 1.4291389E-01 , 1.1618053E-01 , 9.7849801E-02 , 8.4510751E-02 , 7.4346545E-02 , 6.6335129E-02 , 5.9851838E-02 , 5.4449266E-02 , 4.9898942E-02 , 4.6031307E-02 , 4.2708890E-02 , 3.9832082E-02 , 3.7308063E-02 , 3.5074558E-02 , 3.3085068E-02 , 3.1302364E-02 , 2.9696349E-02 , 2.8259764E-02 , 2.6938973E-02 , 2.5730829E-02 , 2.4622360E-02 , 2.3600085E-02 , 2.2656552E-02 , 2.1798158E-02 , 2.1002344E-02 , 2.0262411E-02 , 1.9572684E-02 , 1.8928043E-02 , 1.8319154E-02 , 1.7752725E-02 , 1.7220188E-02 , 1.6718497E-02 , 1.6245106E-02 , 1.5797709E-02 , 1.5374194E-02 , 1.4972719E-02 , 1.4590884E-02 , 1.4228994E-02 , 1.3884246E-02 , 1.3555758E-02 , 1.3242962E-02 , 1.2943710E-02 , 1.2657641E-02 , 1.2383904E-02 , 1.2121715E-02 , 1.1870433E-02 , 1.1629545E-02 , 1.1397888E-02 , 1.1175249E-02 
 4.0985383E-12 , 1.8190612E-01 , 1.4344164E-01 , 1.1636883E-01 , 9.7839557E-02 , 8.4433354E-02 , 7.4208274E-02 , 6.6140963E-02 , 5.9621955E-02 , 5.4207479E-02 , 4.9659191E-02 , 4.5794250E-02 , 4.2476973E-02 , 3.9594167E-02 , 3.7063330E-02 , 3.4825502E-02 , 3.2833567E-02 , 3.1049840E-02 , 2.9443884E-02 , 2.8013128E-02 , 2.6688798E-02 , 2.5477568E-02 , 2.4367141E-02 , 2.3342899E-02 , 2.2398389E-02 , 2.1546636E-02 , 2.0757381E-02 , 2.0023727E-02 , 1.9340050E-02 , 1.8701129E-02 , 1.8095837E-02 , 1.7534701E-02 , 1.7007093E-02 , 1.6510239E-02 , 1.6041475E-02 , 1.5598518E-02 , 1.5179241E-02 , 1.4781829E-02 , 1.4403674E-02 , 1.4045681E-02 , 1.3704523E-02 , 1.3379484E-02 , 1.3070287E-02 , 1.2774210E-02 , 1.2491196E-02 , 1.2220401E-02 , 1.1960965E-02 , 1.1712436E-02 , 1.1474335E-02 , 1.1245204E-02 , 1.1025003E-02 
 4.0994070E-12 , 1.8191761E-01 , 1.4344626E-01 , 1.1637048E-01 , 9.7839467E-02 , 8.4432677E-02 , 7.4207065E-02 , 6.6139265E-02 , 5.9619944E-02 , 5.4205364E-02 , 4.9657094E-02 , 4.5792177E-02 , 4.2474945E-02 , 3.9592086E-02 , 3.7061190E-02 , 3.4823323E-02 , 3.2831367E-02 , 3.1047631E-02 , 2.9441676E-02 , 2.8010970E-02 , 2.6686610E-02 , 2.5475352E-02 , 2.4364909E-02 , 2.3340649E-02 , 2.2396131E-02 , 2.1544437E-02 , 2.0755238E-02 , 2.0021639E-02 , 1.9338015E-02 , 1.8699144E-02 , 1.8093884E-02 , 1.7532794E-02 , 1.7005229E-02 , 1.6508418E-02 , 1.6039694E-02 , 1.5596775E-02 , 1.5177536E-02 , 1.4780159E-02 , 1.4402037E-02 , 1.4044078E-02 , 1.3702951E-02 , 1.3377942E-02 , 1.3068777E-02 , 1.2772727E-02 , 1.2489741E-02 , 1.2218971E-02 , 1.1959559E-02 , 1.1711054E-02 , 1.1472978E-02 , 1.1243869E-02 , 1.1025829E-02 
 4.1003225E-12 , 1.8192971E-01 , 1.4345113E-01 , 1.1637221E-01 , 9.7839373E-02 , 8.4431963E-02 , 7.4205790E-02 , 6.6137475E-02 , 5.9617825E-02 , 5.4203135E-02 , 4.9654884E-02 , 4.5789992E-02 , 4.2472807E-02 , 3.9589893E-02 , 3.7058934E-02 , 3.4821027E-02 , 3.2829049E-02 , 3.1045303E-02 , 2.9439349E-02 , 2.8008697E-02 , 2.6684304E-02 , 2.5473018E-02 , 2.4362556E-02 , 2.3338278E-02 , 2.2393751E-02 , 2.1542118E-02 , 2.0752980E-02 , 2.0019439E-02 , 1.9335870E-02 , 1.8697052E-02 , 1.8091825E-02 , 1.7530784E-02 , 1.7003265E-02 , 1.6506498E-02 , 1.6037817E-02 , 1.5594939E-02 , 1.5175739E-02 , 1.4778400E-02 , 1.4400311E-02 , 1.4042388E-02 , 1.3701295E-02 , 1.3376317E-02 , 1.3067185E-02 , 1.2771164E-02 , 1.2488206E-02 , 1.2217464E-02 , 1.1958077E-02 , 1.1709598E-02 , 1.1471547E-02 , 1.1244753E-02 , 1.1026700E-02 
 4.1013651E-12 , 1.8194350E-01 , 1.4345667E-01 , 1.1637419E-01 , 9.7839265E-02 , 8.4431151E-02 , 7.4204339E-02 , 6.6135436E-02 , 5.9615412E-02 , 5.4200597E-02 , 4.9652367E-02 , 4.5787503E-02 , 4.2470372E-02 , 3.9587395E-02 , 3.7056365E-02 , 3.4818413E-02 , 3.2826409E-02 , 3.1042652E-02 , 2.9436698E-02 , 2.8006108E-02 , 2.6681678E-02 , 2.5470359E-02 , 2.4359877E-02 , 2.3335579E-02 , 2.2391041E-02 , 2.1539478E-02 , 2.0750408E-02 , 2.0016933E-02 , 1.9333428E-02 , 1.8694670E-02 , 1.8089481E-02 , 1.7528496E-02 , 1.7001028E-02 , 1.6504312E-02 , 1.6035680E-02 , 1.5592848E-02 , 1.5173692E-02 , 1.4776396E-02 , 1.4398346E-02 , 1.4040464E-02 , 1.3699408E-02 , 1.3374466E-02 , 1.3065373E-02 , 1.2769385E-02 , 1.2486459E-02 , 1.2215748E-02 , 1.1956390E-02 , 1.1707939E-02 , 1.1472571E-02 , 1.1245761E-02 , 1.1027692E-02 
 4.1024011E-12 , 1.8195719E-01 , 1.4346217E-01 , 1.1637615E-01 , 9.7839158E-02 , 8.4430344E-02 , 7.4202896E-02 , 6.6133411E-02 , 5.9613013E-02 , 5.4198075E-02 , 4.9649866E-02 , 4.5785030E-02 , 4.2467953E-02 , 3.9584913E-02 , 3.7053812E-02 , 3.4815815E-02 , 3.2823785E-02 , 3.1040018E-02 , 2.9434065E-02 , 2.8003535E-02 , 2.6679068E-02 , 2.5467717E-02 , 2.4357215E-02 , 2.3332896E-02 , 2.2388348E-02 , 2.1536854E-02 , 2.0747853E-02 , 2.0014443E-02 , 1.9331001E-02 , 1.8692303E-02 , 1.8087151E-02 , 1.7526221E-02 , 1.6998805E-02 , 1.6502139E-02 , 1.6033555E-02 , 1.5590770E-02 , 1.5171659E-02 , 1.4774404E-02 , 1.4396393E-02 , 1.4038551E-02 , 1.3697533E-02 , 1.3372628E-02 , 1.3063571E-02 , 1.2767617E-02 , 1.2484723E-02 , 1.2214042E-02 , 1.1954713E-02 , 1.1708975E-02 , 1.1473589E-02 , 1.1246762E-02 , 1.1028677E-02 
 4.1035686E-12 , 1.8197263E-01 , 1.4346838E-01 , 1.1637837E-01 , 9.7839038E-02 , 8.4429434E-02 , 7.4201271E-02 , 6.6131128E-02 , 5.9610311E-02 , 5.4195233E-02 , 4.9647048E-02 , 4.5782244E-02 , 4.2465227E-02 , 3.9582117E-02 , 3.7050935E-02 , 3.4812887E-02 , 3.2820829E-02 , 3.1037049E-02 , 2.9431097E-02 , 2.8000636E-02 , 2.6676127E-02 , 2.5464740E-02 , 2.4354214E-02 , 2.3329872E-02 , 2.2385313E-02 , 2.1533897E-02 , 2.0744973E-02 , 2.0011637E-02 , 1.9328267E-02 , 1.8689636E-02 , 1.8084526E-02 , 1.7523658E-02 , 1.6996300E-02 , 1.6499691E-02 , 1.6031162E-02 , 1.5588429E-02 , 1.5169367E-02 , 1.4772160E-02 , 1.4394192E-02 , 1.4036396E-02 , 1.3695420E-02 , 1.3370555E-02 , 1.3061541E-02 , 1.2765624E-02 , 1.2482766E-02 , 1.2212120E-02 , 1.1955901E-02 , 1.1710143E-02 , 1.1474736E-02 , 1.1247890E-02 , 1.1029787E-02 
 4.1047378E-12 , 1.8198809E-01 , 1.4347459E-01 , 1.1638059E-01 , 9.7838917E-02 , 8.4428523E-02 , 7.4199643E-02 , 6.6128843E-02 , 5.9607605E-02 , 5.4192386E-02 , 4.9644225E-02 , 4.5779453E-02 , 4.2462497E-02 , 3.9579316E-02 , 3.7048054E-02 , 3.4809955E-02 , 3.2817868E-02 , 3.1034076E-02 , 2.9428125E-02 , 2.7997732E-02 , 2.6673182E-02 , 2.5461758E-02 , 2.4351210E-02 , 2.3326844E-02 , 2.2382274E-02 , 2.1530936E-02 , 2.0742089E-02 , 2.0008827E-02 , 1.9325528E-02 , 1.8686964E-02 , 1.8081897E-02 , 1.7521092E-02 , 1.6993791E-02 , 1.6497239E-02 , 1.6028764E-02 , 1.5586084E-02 , 1.5167072E-02 , 1.4769913E-02 , 1.4391988E-02 , 1.4034238E-02 , 1.3693305E-02 , 1.3368480E-02 , 1.3059509E-02 , 1.2763629E-02 , 1.2480807E-02 , 1.2213331E-02 , 1.1957091E-02 , 1.1711313E-02 , 1.1475884E-02 , 1.1249020E-02 , 1.1030899E-02 
 4.1059777E-12 , 1.8200448E-01 , 1.4348118E-01 , 1.1638294E-01 , 9.7838789E-02 , 8.4427556E-02 , 7.4197917E-02 , 6.6126418E-02 , 5.9604735E-02 , 5.4189368E-02 , 4.9641232E-02 , 4.5776493E-02 , 4.2459601E-02 , 3.9576345E-02 , 3.7044998E-02 , 3.4806846E-02 , 3.2814728E-02 , 3.1030924E-02 , 2.9424973E-02 , 2.7994653E-02 , 2.6670058E-02 , 2.5458597E-02 , 2.4348024E-02 , 2.3323634E-02 , 2.2379051E-02 , 2.1527796E-02 , 2.0739031E-02 , 2.0005848E-02 , 1.9322624E-02 , 1.8684131E-02 , 1.8079109E-02 , 1.7518370E-02 , 1.6991131E-02 , 1.6494639E-02 , 1.6026222E-02 , 1.5583597E-02 , 1.5164638E-02 , 1.4767530E-02 , 1.4389651E-02 , 1.4031950E-02 , 1.3691061E-02 , 1.3366279E-02 , 1.3057353E-02 , 1.2761513E-02 , 1.2482115E-02 , 1.2214615E-02 , 1.1958353E-02 , 1.1712553E-02 , 1.1477102E-02 , 1.1250218E-02 , 1.1032078E-02 
 4.1072948E-12 , 1.8202190E-01 , 1.4348818E-01 , 1.1638543E-01 , 9.7838653E-02 , 8.4426530E-02 , 7.4196083E-02 , 6.6123843E-02 , 5.9601686E-02 , 5.4186161E-02 , 4.9638053E-02 , 4.5773349E-02 , 4.2456526E-02 , 3.9573190E-02 , 3.7041753E-02 , 3.4803543E-02 , 3.2811393E-02 , 3.1027575E-02 , 2.9421625E-02 , 2.7991382E-02 , 2.6666741E-02 , 2.5455238E-02 , 2.4344639E-02 , 2.3320223E-02 , 2.2375627E-02 , 2.1524460E-02 , 2.0735782E-02 , 2.0002682E-02 , 1.9319539E-02 , 1.8681122E-02 , 1.8076147E-02 , 1.7515478E-02 , 1.6988305E-02 , 1.6491877E-02 , 1.6023522E-02 , 1.5580955E-02 , 1.5162053E-02 , 1.4764998E-02 , 1.4387168E-02 , 1.4029519E-02 , 1.3688677E-02 , 1.3363942E-02 , 1.3055063E-02 , 1.2762929E-02 , 1.2483504E-02 , 1.2215980E-02 , 1.1959693E-02 , 1.1713870E-02 , 1.1478396E-02 , 1.1251491E-02 , 1.1033331E-02 
 4.1081292E-12 , 1.8203293E-01 , 1.4349261E-01 , 1.1638702E-01 , 9.7838567E-02 , 8.4425880E-02 , 7.4194921E-02 , 6.6122212E-02 , 5.9599755E-02 , 5.4184130E-02 , 4.9636038E-02 , 4.5771358E-02 , 4.2454577E-02 , 3.9571191E-02 , 3.7039696E-02 , 3.4801450E-02 , 3.2809280E-02 , 3.1025453E-02 , 2.9419504E-02 , 2.7989310E-02 , 2.6664639E-02 , 2.5453110E-02 , 2.4342495E-02 , 2.3318062E-02 , 2.2373458E-02 , 2.1522347E-02 , 2.0733724E-02 , 2.0000677E-02 , 1.9317584E-02 , 1.8679216E-02 , 1.8074271E-02 , 1.7513647E-02 , 1.6986514E-02 , 1.6490128E-02 , 1.6021811E-02 , 1.5579282E-02 , 1.5160415E-02 , 1.4763395E-02 , 1.4385595E-02 , 1.4027978E-02 , 1.3687167E-02 , 1.3362461E-02 , 1.3055978E-02 , 1.2763826E-02 , 1.2484385E-02 , 1.2216844E-02 , 1.1960543E-02 , 1.1714705E-02 , 1.1479215E-02 , 1.1252297E-02 , 1.1034125E-02 
 4.1096037E-12 , 1.8205242E-01 , 1.4350045E-01 , 1.1638981E-01 , 9.7838415E-02 , 8.4424730E-02 , 7.4192868E-02 , 6.6119329E-02 , 5.9596342E-02 , 5.4180540E-02 , 4.9632479E-02 , 4.5767838E-02 , 4.2451134E-02 , 3.9567659E-02 , 3.7036063E-02 , 3.4797753E-02 , 3.2805546E-02 , 3.1021704E-02 , 2.9415755E-02 , 2.7985648E-02 , 2.6660925E-02 , 2.5449350E-02 , 2.4338705E-02 , 2.3314244E-02 , 2.2369626E-02 , 2.1518613E-02 , 2.0730087E-02 , 1.9997133E-02 , 1.9314130E-02 , 1.8675847E-02 , 1.8070955E-02 , 1.7510410E-02 , 1.6983350E-02 , 1.6487036E-02 , 1.6018787E-02 , 1.5576324E-02 , 1.5157520E-02 , 1.4760561E-02 , 1.4382816E-02 , 1.4025257E-02 , 1.3684499E-02 , 1.3364107E-02 , 1.3057594E-02 , 1.2765411E-02 , 1.2485940E-02 , 1.2218371E-02 , 1.1962043E-02 , 1.1716179E-02 , 1.1480664E-02 , 1.1253722E-02 , 1.1035527E-02 
 4.1111784E-12 , 1.8207324E-01 , 1.4350881E-01 , 1.1639280E-01 , 9.7838253E-02 , 8.4423503E-02 , 7.4190676E-02 , 6.6116251E-02 , 5.9592697E-02 , 5.4176706E-02 , 4.9628677E-02 , 4.5764080E-02 , 4.2447457E-02 , 3.9563887E-02 , 3.7032183E-02 , 3.4793804E-02 , 3.2801558E-02 , 3.1017700E-02 , 2.9411752E-02 , 2.7981737E-02 , 2.6656958E-02 , 2.5445334E-02 , 2.4334659E-02 , 2.3310166E-02 , 2.2365532E-02 , 2.1514625E-02 , 2.0726203E-02 , 1.9993349E-02 , 1.9310442E-02 , 1.8672249E-02 , 1.8067415E-02 , 1.7506953E-02 , 1.6979972E-02 , 1.6483734E-02 , 1.6015559E-02 , 1.5573166E-02 , 1.5154429E-02 , 1.4757534E-02 , 1.4379847E-02 , 1.4022350E-02 , 1.3686294E-02 , 1.3365866E-02 , 1.3059320E-02 , 1.2767104E-02 , 1.2487601E-02 , 1.2220002E-02 , 1.1963646E-02 , 1.1717754E-02 , 1.1482211E-02 , 1.1255244E-02 , 1.1037025E-02 
 4.1126599E-12 , 1.8209283E-01 , 1.4351669E-01 , 1.1639561E-01 , 9.7838100E-02 , 8.4422349E-02 , 7.4188613E-02 , 6.6113354E-02 , 5.9589268E-02 , 5.4173100E-02 , 4.9625101E-02 , 4.5760543E-02 , 4.2443997E-02 , 3.9560338E-02 , 3.7028532E-02 , 3.4790089E-02 , 3.2797806E-02 , 3.1013933E-02 , 2.9407986E-02 , 2.7978058E-02 , 2.6653226E-02 , 2.5441556E-02 , 2.4330852E-02 , 2.3306329E-02 , 2.2361681E-02 , 2.1510873E-02 , 2.0722549E-02 , 1.9989788E-02 , 1.9306971E-02 , 1.8668864E-02 , 1.8064083E-02 , 1.7503700E-02 , 1.6976793E-02 , 1.6480627E-02 , 1.6012521E-02 , 1.5570195E-02 , 1.5151521E-02 , 1.4754686E-02 , 1.4377055E-02 , 1.4024075E-02 , 1.3687983E-02 , 1.3367520E-02 , 1.3060944E-02 , 1.2768697E-02 , 1.2489164E-02 , 1.2221537E-02 , 1.1965154E-02 , 1.1719236E-02 , 1.1483666E-02 , 1.1256675E-02 , 1.1038434E-02 
 4.1147550E-12 , 1.8212053E-01 , 1.4352782E-01 , 1.1639958E-01 , 9.7837884E-02 , 8.4420716E-02 , 7.4185697E-02 , 6.6109258E-02 , 5.9584418E-02 , 5.4167999E-02 , 4.9620043E-02 , 4.5755543E-02 , 4.2439105E-02 , 3.9555319E-02 , 3.7023369E-02 , 3.4784834E-02 , 3.2792501E-02 , 3.1008606E-02 , 2.9402660E-02 , 2.7972856E-02 , 2.6647948E-02 , 2.5436214E-02 , 2.4325468E-02 , 2.3300904E-02 , 2.2356235E-02 , 2.1505567E-02 , 2.0717382E-02 , 1.9984753E-02 , 1.9302064E-02 , 1.8664077E-02 , 1.8059372E-02 , 1.7499101E-02 , 1.6972298E-02 , 1.6476234E-02 , 1.6008226E-02 , 1.5565993E-02 , 1.5147408E-02 , 1.4750659E-02 , 1.4379548E-02 , 1.4026515E-02 , 1.3690371E-02 , 1.3369859E-02 , 1.3063241E-02 , 1.2770949E-02 , 1.2491375E-02 , 1.2223707E-02 , 1.1967286E-02 , 1.1721331E-02 , 1.1485724E-02 , 1.1258700E-02 , 1.1040426E-02 
 4.1166935E-12 , 1.8214616E-01 , 1.4353812E-01 , 1.1640325E-01 , 9.7837684E-02 , 8.4419205E-02 , 7.4182998E-02 , 6.6105468E-02 , 5.9579931E-02 , 5.4163279E-02 , 4.9615364E-02 , 4.5750915E-02 , 4.2434578E-02 , 3.9550675E-02 , 3.7018592E-02 , 3.4779973E-02 , 3.2787592E-02 , 3.1003677E-02 , 2.9397733E-02 , 2.7968041E-02 , 2.6643065E-02 , 2.5431270E-02 , 2.4320486E-02 , 2.3295884E-02 , 2.2351196E-02 , 2.1500657E-02 , 2.0712600E-02 , 1.9980094E-02 , 1.9297523E-02 , 1.8659648E-02 , 1.8055013E-02 , 1.7494845E-02 , 1.6968138E-02 , 1.6472169E-02 , 1.6004251E-02 , 1.5562105E-02 , 1.5143603E-02 , 1.4753019E-02 , 1.4381855E-02 , 1.4028772E-02 , 1.3692580E-02 , 1.3372024E-02 , 1.3065366E-02 , 1.2773033E-02 , 1.2493420E-02 , 1.2225715E-02 , 1.1969259E-02 , 1.1723270E-02 , 1.1487628E-02 , 1.1260573E-02 , 1.1042270E-02 
 4.1187778E-12 , 1.8217372E-01 , 1.4354920E-01 , 1.1640721E-01 , 9.7837469E-02 , 8.4417581E-02 , 7.4180096E-02 , 6.6101394E-02 , 5.9575106E-02 , 5.4158205E-02 , 4.9610332E-02 , 4.5745940E-02 , 4.2429711E-02 , 3.9545682E-02 , 3.7013456E-02 , 3.4774746E-02 , 3.2782313E-02 , 3.0998377E-02 , 2.9392434E-02 , 2.7962865E-02 , 2.6637815E-02 , 2.5425955E-02 , 2.4315130E-02 , 2.3290486E-02 , 2.2345778E-02 , 2.1495379E-02 , 2.0707459E-02 , 1.9975085E-02 , 1.9292641E-02 , 1.8654886E-02 , 1.8050327E-02 , 1.7490270E-02 , 1.6963666E-02 , 1.6467798E-02 , 1.5999977E-02 , 1.5557924E-02 , 1.5146200E-02 , 1.4755555E-02 , 1.4384336E-02 , 1.4031198E-02 , 1.3694956E-02 , 1.3374351E-02 , 1.3067650E-02 , 1.2775274E-02 , 1.2495619E-02 , 1.2227874E-02 , 1.1971380E-02 , 1.1725355E-02 , 1.1489675E-02 , 1.1262588E-02 , 1.1044252E-02 
