#format table ## [WaveView Analyzer] saved 00:04:16 Sat Jan  3 2015
TIME ,i(vsleep):pwidth=4.3e-08 ,i(vsleep):pwidth=8.6e-08 ,i(vsleep):pwidth=1.29e-07 ,i(vsleep):pwidth=1.72e-07 ,i(vsleep):pwidth=2.15e-07 ,i(vsleep):pwidth=2.58e-07 ,i(vsleep):pwidth=3.01e-07 ,i(vsleep):pwidth=3.44e-07 ,i(vsleep):pwidth=3.87e-07 ,i(vsleep):pwidth=4.3e-07 ,i(vsleep):pwidth=4.73e-07 ,i(vsleep):pwidth=5.16e-07 ,i(vsleep):pwidth=5.59e-07 ,i(vsleep):pwidth=6.02e-07 ,i(vsleep):pwidth=6.45e-07 ,i(vsleep):pwidth=6.88e-07 ,i(vsleep):pwidth=7.31e-07 ,i(vsleep):pwidth=7.74e-07 ,i(vsleep):pwidth=8.17e-07 ,i(vsleep):pwidth=8.6e-07 ,i(vsleep):pwidth=9.03e-07 ,i(vsleep):pwidth=9.46e-07 ,i(vsleep):pwidth=9.89e-07 ,i(vsleep):pwidth=1.032e-06 ,i(vsleep):pwidth=1.075e-06 ,i(vsleep):pwidth=1.118e-06 ,i(vsleep):pwidth=1.161e-06 ,i(vsleep):pwidth=1.204e-06 ,i(vsleep):pwidth=1.247e-06 ,i(vsleep):pwidth=1.29e-06 ,i(vsleep):pwidth=1.333e-06 ,i(vsleep):pwidth=1.376e-06 ,i(vsleep):pwidth=1.419e-06 ,i(vsleep):pwidth=1.462e-06 ,i(vsleep):pwidth=1.505e-06 ,i(vsleep):pwidth=1.548e-06 ,i(vsleep):pwidth=1.591e-06 ,i(vsleep):pwidth=1.634e-06 ,i(vsleep):pwidth=1.677e-06 ,i(vsleep):pwidth=1.72e-06 ,i(vsleep):pwidth=1.763e-06 ,i(vsleep):pwidth=1.806e-06 ,i(vsleep):pwidth=1.849e-06 ,i(vsleep):pwidth=1.892e-06 ,i(vsleep):pwidth=1.935e-06 ,i(vsleep):pwidth=1.978e-06 ,i(vsleep):pwidth=2.021e-06 ,i(vsleep):pwidth=2.064e-06 ,i(vsleep):pwidth=2.107e-06 ,i(vsleep):pwidth=2.15e-06 
 2.4529576E-11 , 3.1535652E-07 , 2.1837655E-07 , 1.8547047E-07 , 2.6225019E-07 , 1.0169939E-06 , 1.2735434E-06 , 1.9336671E-06 , 3.0935817E-06 , 4.1779708E-06 , 4.6996605E-06 , 5.0855590E-06 , 5.1261243E-06 , 4.9687311E-06 , 4.6721682E-06 , 4.3093144E-06 , 3.9358934E-06 , 3.6249911E-06 , 3.3795057E-06 , 3.1524413E-06 , 3.0932024E-07 , 1.9207768E-05 , 3.4786633E-06 , 3.5168426E-06 , 3.1857265E-06 , 2.8815330E-06 , 5.3274477E-06 , 5.5277593E-08 , 8.3608351E-06 , 1.6765725E-05 , 1.5681390E-05 , 1.4860009E-05 , 1.4086253E-05 , 1.5331532E-05 , 1.2952345E-05 , 1.2593751E-05 , 2.2677361E-06 , 9.0912541E-06 , 1.3786271E-05 , 7.6468357E-06 , 1.2346777E-05 , 1.3617931E-05 , 1.3321731E-05 , 1.3418800E-05 , 1.4272998E-05 , 1.4980244E-05 , 1.0017210E-05 , 1.0146908E-05 , 1.0759609E-05 , 1.1332628E-05 , 1.1871839E-05 
 2.4538080E-11 , 3.1556132E-07 , 2.0378277E-07 , 1.9551984E-07 , 2.5043819E-07 , 1.0181989E-06 , 1.2711173E-06 , 1.9475955E-06 , 3.0940309E-06 , 4.2353022E-06 , 4.6984114E-06 , 5.0854457E-06 , 5.1282142E-06 , 4.9727432E-06 , 4.6792060E-06 , 4.3200779E-06 , 3.9505192E-06 , 3.6444954E-06 , 3.4045075E-06 , 3.1827932E-06 , 7.2250728E-07 , 1.9159692E-05 , 3.7108273E-06 , 3.5585245E-06 , 3.2344034E-06 , 2.9359324E-06 , 5.3689248E-06 , 1.2333571E-07 , 8.7127150E-06 , 1.6725960E-05 , 1.5635692E-05 , 1.4817351E-05 , 1.4052252E-05 , 1.5299353E-05 , 1.2956913E-05 , 1.2601109E-05 , 2.3479058E-06 , 9.5254938E-06 , 1.4195449E-05 , 8.0500067E-06 , 1.2352910E-05 , 1.3927079E-05 , 1.3609631E-05 , 1.3683879E-05 , 1.4504129E-05 , 1.5170962E-05 , 1.0281786E-05 , 1.0412349E-05 , 1.1014113E-05 , 1.1575083E-05 , 1.2095646E-05 
 2.4547909E-11 , 3.1579805E-07 , 1.8691448E-07 , 2.0713545E-07 , 2.3678524E-07 , 1.0195916E-06 , 1.2683131E-06 , 1.9636947E-06 , 3.0945502E-06 , 4.2335993E-06 , 4.6969677E-06 , 5.0853148E-06 , 5.1306297E-06 , 4.9773805E-06 , 4.6873407E-06 , 4.3325188E-06 , 3.9674246E-06 , 3.6670395E-06 , 3.4334059E-06 , 3.2178757E-06 , 1.2000915E-06 , 1.9104123E-05 , 3.9791751E-06 , 3.6067028E-06 , 3.2906668E-06 , 2.9988102E-06 , 5.4168663E-06 , 2.0200101E-07 , 9.1194370E-06 , 1.6679998E-05 , 1.5582872E-05 , 1.4768044E-05 , 1.4012951E-05 , 1.5262158E-05 , 1.2962192E-05 , 1.2609613E-05 , 2.4405702E-06 , 1.0027412E-05 , 1.4668398E-05 , 8.5160138E-06 , 1.2359999E-05 , 1.4284410E-05 , 1.3942401E-05 , 1.3990271E-05 , 1.4771282E-05 , 1.5391405E-05 , 1.0587598E-05 , 1.0719160E-05 , 1.1308282E-05 , 1.1855325E-05 , 1.2354333E-05 
 2.4548060E-11 , 3.1580168E-07 , 1.8665547E-07 , 2.0731381E-07 , 2.3657560E-07 , 1.0196129E-06 , 1.2682700E-06 , 1.9639419E-06 , 3.0945582E-06 , 4.2335731E-06 , 4.6969455E-06 , 5.0853128E-06 , 5.1306668E-06 , 4.9774517E-06 , 4.6874656E-06 , 4.3327098E-06 , 3.9676842E-06 , 3.6673857E-06 , 3.4338497E-06 , 3.2184143E-06 , 1.2074247E-06 , 1.9103270E-05 , 3.9832955E-06 , 3.6074426E-06 , 3.2915307E-06 , 2.9997757E-06 , 5.4199439E-06 , 2.0320889E-07 , 9.1256821E-06 , 1.6679292E-05 , 1.5582061E-05 , 1.4767286E-05 , 1.4012347E-05 , 1.5261587E-05 , 1.2962273E-05 , 1.2609744E-05 , 2.4419931E-06 , 1.0035119E-05 , 1.4675660E-05 , 8.5231692E-06 , 1.2360108E-05 , 1.4289897E-05 , 1.3947511E-05 , 1.3994976E-05 , 1.4775385E-05 , 1.5394790E-05 , 1.0592294E-05 , 1.0723871E-05 , 1.1312799E-05 , 1.1859628E-05 , 1.2358305E-05 
 2.4561053E-11 , 3.1611461E-07 , 1.6435694E-07 , 2.2266872E-07 , 2.1852748E-07 , 1.0214540E-06 , 1.2645631E-06 , 1.9852238E-06 , 3.0952446E-06 , 4.2313221E-06 , 4.6950369E-06 , 5.0851398E-06 , 5.1338600E-06 , 4.9835819E-06 , 4.6982191E-06 , 4.3491558E-06 , 3.9900317E-06 , 3.6971873E-06 , 3.4720511E-06 , 3.2647905E-06 , 1.8387529E-06 , 1.9029812E-05 , 4.3380300E-06 , 3.6711304E-06 , 3.3659064E-06 , 3.0828951E-06 , 5.6849008E-06 , 3.0719814E-07 , 9.6633361E-06 , 1.6618533E-05 , 1.5512236E-05 , 1.4702106E-05 , 1.3649467E-05 , 1.5212419E-05 , 1.2969252E-05 , 1.2620986E-05 , 2.5644881E-06 , 1.0698614E-05 , 1.5300862E-05 , 9.1391934E-06 , 1.2369480E-05 , 1.4762260E-05 , 1.4387406E-05 , 1.4400002E-05 , 1.5128541E-05 , 1.5686198E-05 , 1.0996553E-05 , 1.1129451E-05 , 1.1701668E-05 , 1.2230086E-05 , 1.2700270E-05 
 2.4561613E-11 , 3.1612810E-07 , 1.6339534E-07 , 2.2333089E-07 , 2.1774917E-07 , 1.0215334E-06 , 1.2644032E-06 , 1.9861416E-06 , 3.0952742E-06 , 4.2312250E-06 , 4.6949546E-06 , 5.0851323E-06 , 5.1339977E-06 , 4.9838463E-06 , 4.6986828E-06 , 4.3498650E-06 , 3.9909954E-06 , 3.6984725E-06 , 3.4736985E-06 , 3.2667904E-06 , 1.8659784E-06 , 1.9026644E-05 , 4.3533276E-06 , 3.6738768E-06 , 3.3691138E-06 , 3.0864795E-06 , 5.6963268E-06 , 3.1168259E-07 , 9.6865220E-06 , 1.6615913E-05 , 1.5509225E-05 , 1.4683192E-05 , 1.3633819E-05 , 1.5210298E-05 , 1.2969553E-05 , 1.2621470E-05 , 2.5697706E-06 , 1.0727227E-05 , 1.5327824E-05 , 9.1657590E-06 , 1.2369884E-05 , 1.4782630E-05 , 1.4406377E-05 , 1.4417468E-05 , 1.5143770E-05 , 1.5698765E-05 , 1.1013987E-05 , 1.1146942E-05 , 1.1718438E-05 , 1.2246062E-05 , 1.2715017E-05 
 2.4577434E-11 , 3.1650913E-07 , 1.3624412E-07 , 2.4202739E-07 , 1.9577335E-07 , 1.0237751E-06 , 1.2598895E-06 , 2.0120549E-06 , 3.0961100E-06 , 4.2284840E-06 , 4.6926307E-06 , 5.0849216E-06 , 5.1378859E-06 , 4.9913105E-06 , 4.7117765E-06 , 4.3698900E-06 , 4.0182063E-06 , 3.7347596E-06 , 3.5202135E-06 , 3.3232591E-06 , 2.6346985E-06 , 1.8937200E-05 , 4.7852606E-06 , 3.7514246E-06 , 3.4596755E-06 , 3.1876877E-06 , 6.0189445E-06 , 4.3830234E-07 , 1.0341182E-05 , 1.6541931E-05 , 1.5424206E-05 , 1.4149123E-05 , 1.3191967E-05 , 1.5150430E-05 , 1.2978051E-05 , 1.2635159E-05 , 2.7189234E-06 , 1.1535115E-05 , 1.6089084E-05 , 9.9158445E-06 , 1.2315440E-05 , 1.5357791E-05 , 1.4942004E-05 , 1.4910638E-05 , 1.5573781E-05 , 1.6053591E-05 , 1.1506222E-05 , 1.1640786E-05 , 1.2191933E-05 , 1.2697140E-05 , 1.3131401E-05 
 2.4589789E-11 , 3.1680669E-07 , 1.1504117E-07 , 2.5662788E-07 , 2.1894484E-07 , 1.0255257E-06 , 1.2563647E-06 , 2.0322911E-06 , 3.0967627E-06 , 4.2263435E-06 , 4.6908160E-06 , 5.0847570E-06 , 5.1409222E-06 , 4.9971395E-06 , 4.7220016E-06 , 4.3855279E-06 , 4.0394558E-06 , 3.7630969E-06 , 3.5565380E-06 , 3.3673567E-06 , 3.2350082E-06 , 1.8867351E-05 , 5.1225661E-06 , 3.8119833E-06 , 3.5303970E-06 , 3.2667232E-06 , 6.2708834E-06 , 5.3718237E-07 , 1.0852420E-05 , 1.6484158E-05 , 1.5357812E-05 , 1.3732058E-05 , 1.2846916E-05 , 1.5103678E-05 , 1.2984687E-05 , 1.2645849E-05 , 2.8354000E-06 , 1.2166011E-05 , 1.6683569E-05 , 1.0501602E-05 , 1.2272923E-05 , 1.5806945E-05 , 1.5360287E-05 , 1.5295764E-05 , 1.5909586E-05 , 1.6330681E-05 , 1.1890620E-05 , 1.2026439E-05 , 1.2561696E-05 , 1.3049397E-05 , 1.3456564E-05 
 2.4592300E-11 , 3.1686718E-07 , 1.1073032E-07 , 2.5959636E-07 , 2.2365592E-07 , 1.0258816E-06 , 1.2556480E-06 , 2.0364054E-06 , 3.0968954E-06 , 4.2259083E-06 , 4.6904470E-06 , 5.0847236E-06 , 5.1415395E-06 , 4.9983247E-06 , 4.7240805E-06 , 4.3887073E-06 , 4.0437761E-06 , 3.7688583E-06 , 3.5639233E-06 , 3.3763223E-06 , 3.3570594E-06 , 1.8853150E-05 , 5.1911450E-06 , 3.8242957E-06 , 3.5447757E-06 , 3.2827922E-06 , 6.3221061E-06 , 5.5728603E-07 , 1.0956362E-05 , 1.6472411E-05 , 1.5344314E-05 , 1.3647263E-05 , 1.2776763E-05 , 1.5094172E-05 , 1.2986037E-05 , 1.2648022E-05 , 2.8590813E-06 , 1.2294281E-05 , 1.6804436E-05 , 1.0620695E-05 , 1.2264279E-05 , 1.5898265E-05 , 1.5445330E-05 , 1.5374066E-05 , 1.5977860E-05 , 1.6333628E-05 , 1.1968773E-05 , 1.2104847E-05 , 1.2636874E-05 , 1.3121015E-05 , 1.3522674E-05 
 2.4601151E-11 , 3.1708034E-07 , 9.5541117E-08 , 2.7005574E-07 , 2.4025532E-07 , 1.0271357E-06 , 1.2531229E-06 , 2.0509021E-06 , 3.0973630E-06 , 4.2243749E-06 , 4.6891469E-06 , 5.0846057E-06 , 5.1437146E-06 , 5.0025004E-06 , 4.7314055E-06 , 4.3999099E-06 , 4.0589987E-06 , 3.7891584E-06 , 3.5899451E-06 , 3.4079126E-06 , 3.7871043E-06 , 1.8803113E-05 , 5.4327812E-06 , 3.8676782E-06 , 3.5954386E-06 , 3.5660077E-06 , 6.5025880E-06 , 6.2812090E-07 , 1.1322598E-05 , 1.6431024E-05 , 1.5296751E-05 , 1.3348489E-05 , 1.2529578E-05 , 1.5060680E-05 , 1.2990791E-05 , 1.2655680E-05 , 2.9425218E-06 , 1.2746238E-05 , 1.7230308E-05 , 1.1040315E-05 , 1.2233821E-05 , 1.6220027E-05 , 1.5744976E-05 , 1.5649959E-05 , 1.6218421E-05 , 1.6344009E-05 , 1.2244144E-05 , 1.2381118E-05 , 1.2901761E-05 , 1.3373362E-05 , 1.3755612E-05 
 2.4612050E-11 , 3.1734284E-07 , 7.6835955E-08 , 2.8293623E-07 , 2.6069712E-07 , 1.0286801E-06 , 1.2500133E-06 , 2.0687544E-06 , 3.0979388E-06 , 4.2224866E-06 , 4.6875460E-06 , 5.0844605E-06 , 5.1463933E-06 , 5.0076427E-06 , 4.7404261E-06 , 4.4137056E-06 , 4.0777449E-06 , 3.8141575E-06 , 3.6219905E-06 , 3.4468153E-06 , 4.3166951E-06 , 1.8741492E-05 , 5.7303508E-06 , 3.9211029E-06 , 3.9004485E-06 , 3.9147813E-06 , 6.7248475E-06 , 7.1535246E-07 , 1.1773610E-05 , 1.6380056E-05 , 1.5238179E-05 , 1.2980555E-05 , 1.2225175E-05 , 1.5019435E-05 , 1.2996645E-05 , 1.2665111E-05 , 3.0452770E-06 , 1.3302812E-05 , 1.7754759E-05 , 1.1557068E-05 , 1.2196313E-05 , 1.6616269E-05 , 1.6113983E-05 , 1.5989716E-05 , 1.6514667E-05 , 1.6356794E-05 , 1.2583258E-05 , 1.2721340E-05 , 1.3227964E-05 , 1.3684121E-05 , 1.4042469E-05 
 2.4619173E-11 , 3.1751439E-07 , 6.4611954E-08 , 2.9135376E-07 , 2.7405603E-07 , 1.0296893E-06 , 1.2479812E-06 , 2.0804211E-06 , 3.0983151E-06 , 4.2212525E-06 , 4.6864997E-06 , 5.0843656E-06 , 5.1481438E-06 , 5.0110033E-06 , 4.7463211E-06 , 4.4227212E-06 , 4.0899958E-06 , 3.8304947E-06 , 3.6429324E-06 , 3.4722386E-06 , 4.6627878E-06 , 1.8701223E-05 , 5.9248153E-06 , 3.9560164E-06 , 4.0997753E-06 , 4.1427082E-06 , 6.8700962E-06 , 7.7235912E-07 , 1.2068351E-05 , 1.6346748E-05 , 1.4973576E-05 , 1.2740107E-05 , 1.2026245E-05 , 1.4992481E-05 , 1.3000471E-05 , 1.2671273E-05 , 3.1124284E-06 , 1.3666539E-05 , 1.8097494E-05 , 1.1894771E-05 , 1.2171802E-05 , 1.6875217E-05 , 1.6355133E-05 , 1.6211751E-05 , 1.6708266E-05 , 1.6365148E-05 , 1.2804872E-05 , 1.2943678E-05 , 1.3441141E-05 , 1.3887205E-05 , 1.4229933E-05 
 2.4630119E-11 , 3.1777802E-07 , 4.5826410E-08 , 3.0428960E-07 , 2.9458567E-07 , 1.0312403E-06 , 1.2448582E-06 , 2.0983501E-06 , 3.0988934E-06 , 4.2193561E-06 , 4.6848918E-06 , 5.0842198E-06 , 5.1508339E-06 , 5.0161677E-06 , 4.7553804E-06 , 4.4365762E-06 , 4.1088226E-06 , 3.8556012E-06 , 3.6751155E-06 , 3.5113084E-06 , 5.1946544E-06 , 1.8639338E-05 , 6.2236637E-06 , 4.2118334E-06 , 4.4060960E-06 , 4.4929806E-06 , 7.0933109E-06 , 8.5996555E-07 , 1.2521301E-05 , 1.6295562E-05 , 1.4566940E-05 , 1.2370593E-05 , 1.1720535E-05 , 1.4951059E-05 , 1.3006351E-05 , 1.2680744E-05 , 3.2156252E-06 , 1.4225505E-05 , 1.8624199E-05 , 1.2413745E-05 , 1.2134133E-05 , 1.7273163E-05 , 1.6725726E-05 , 1.6552968E-05 , 1.7005785E-05 , 1.6377988E-05 , 1.3145443E-05 , 1.3285362E-05 , 1.3768746E-05 , 1.4199300E-05 , 1.4518024E-05 
 2.4630169E-11 , 3.1777923E-07 , 4.5740074E-08 , 3.0434905E-07 , 2.9468002E-07 , 1.0312475E-06 , 1.2448439E-06 , 2.0984325E-06 , 3.0988961E-06 , 4.2193474E-06 , 4.6848844E-06 , 5.0842192E-06 , 5.1508463E-06 , 5.0161914E-06 , 4.7554221E-06 , 4.4366399E-06 , 4.1089091E-06 , 3.8557166E-06 , 3.6752634E-06 , 3.5114880E-06 , 5.1970988E-06 , 1.8639054E-05 , 6.2250372E-06 , 4.2130091E-06 , 4.4075038E-06 , 4.4945904E-06 , 7.0943368E-06 , 8.6036818E-07 , 1.2523383E-05 , 1.6295326E-05 , 1.4565072E-05 , 1.2368895E-05 , 1.1719130E-05 , 1.4950869E-05 , 1.3006378E-05 , 1.2680788E-05 , 3.2160995E-06 , 1.4228074E-05 , 1.8626620E-05 , 1.2416130E-05 , 1.2133959E-05 , 1.7274992E-05 , 1.6727429E-05 , 1.6554536E-05 , 1.7005823E-05 , 1.6378047E-05 , 1.3147008E-05 , 1.3286932E-05 , 1.3770252E-05 , 1.4200734E-05 , 1.4519348E-05 
 2.4637396E-11 , 3.1795328E-07 , 3.3337446E-08 , 3.1288958E-07 , 3.0823413E-07 , 1.0322715E-06 , 1.2427820E-06 , 2.1102697E-06 , 3.0992779E-06 , 4.2180953E-06 , 4.6838229E-06 , 5.0841229E-06 , 5.1526224E-06 , 5.0196011E-06 , 4.7614032E-06 , 4.4457873E-06 , 4.1213390E-06 , 3.8722925E-06 , 3.6965114E-06 , 3.5372828E-06 , 5.5482488E-06 , 1.8598196E-05 , 6.4223434E-06 , 4.3819051E-06 , 4.6097434E-06 , 4.7258479E-06 , 7.2417080E-06 , 9.1820786E-07 , 1.2822430E-05 , 1.6261532E-05 , 1.4296602E-05 , 1.2124933E-05 , 1.1517293E-05 , 1.4739363E-05 , 1.3010259E-05 , 1.2687041E-05 , 3.2842322E-06 , 1.4597116E-05 , 1.8974362E-05 , 1.2758767E-05 , 1.2109090E-05 , 1.7537724E-05 , 1.6972103E-05 , 1.6779815E-05 , 1.7011270E-05 , 1.6386524E-05 , 1.3371860E-05 , 1.3512519E-05 , 1.3986544E-05 , 1.4406786E-05 , 1.4709551E-05 
 2.4638252E-11 , 3.1797388E-07 , 3.1869733E-08 , 3.1390026E-07 , 3.0983811E-07 , 1.0323927E-06 , 1.2425380E-06 , 2.1116705E-06 , 3.0993231E-06 , 4.2179471E-06 , 4.6836973E-06 , 5.0841115E-06 , 5.1528325E-06 , 5.0200046E-06 , 4.7621110E-06 , 4.4468698E-06 , 4.1228099E-06 , 3.8742541E-06 , 3.6990258E-06 , 3.5403353E-06 , 5.5898035E-06 , 1.8593361E-05 , 6.4456924E-06 , 4.4018920E-06 , 4.6336762E-06 , 4.7532147E-06 , 7.2591477E-06 , 9.2505254E-07 , 1.2857819E-05 , 1.6257533E-05 , 1.4264832E-05 , 1.2096063E-05 , 1.1493408E-05 , 1.4714334E-05 , 1.3010719E-05 , 1.2687781E-05 , 3.3262436E-06 , 1.4640788E-05 , 1.9015514E-05 , 1.2799315E-05 , 1.2106146E-05 , 1.7568815E-05 , 1.7001057E-05 , 1.6806474E-05 , 1.7011915E-05 , 1.6387527E-05 , 1.3398469E-05 , 1.3539215E-05 , 1.4012140E-05 , 1.4431170E-05 , 1.4732060E-05 
 2.4656164E-11 , 3.1840529E-07 , 1.1281273E-09 , 3.3506913E-07 , 3.4343385E-07 , 1.0349308E-06 , 1.2652062E-06 , 2.1410105E-06 , 3.1002694E-06 , 4.2148437E-06 , 4.6810661E-06 , 5.0838729E-06 , 5.1572348E-06 , 5.0284559E-06 , 4.7769362E-06 , 4.4695428E-06 , 4.1536190E-06 , 3.9153397E-06 , 3.7516918E-06 , 3.6042712E-06 , 6.4601767E-06 , 1.8492089E-05 , 6.9347428E-06 , 4.8205238E-06 , 5.1349546E-06 , 5.3264180E-06 , 7.6244273E-06 , 1.0684161E-06 , 1.3599050E-05 , 1.6173768E-05 , 1.3599393E-05 , 1.1491371E-05 , 1.0993127E-05 , 1.4190088E-05 , 1.3020340E-05 , 1.2703280E-05 , 4.2061816E-06 , 1.5555508E-05 , 1.9877441E-05 , 1.3648589E-05 , 1.2044503E-05 , 1.8220033E-05 , 1.7607515E-05 , 1.7364859E-05 , 1.7025417E-05 , 1.6408538E-05 , 1.3955797E-05 , 1.4098363E-05 , 1.4548249E-05 , 1.4941897E-05 , 1.5203505E-05 
 2.4658569E-11 , 3.1846320E-07 ,-2.9981428E-09 , 3.3791050E-07 , 3.4794321E-07 , 1.0352715E-06 , 1.2682488E-06 , 2.1449486E-06 , 3.1003964E-06 , 4.2144271E-06 , 4.6807129E-06 , 5.0838409E-06 , 5.1578257E-06 , 5.0295903E-06 , 4.7789261E-06 , 4.4725861E-06 , 4.1577544E-06 , 3.9208543E-06 , 3.7587608E-06 , 3.6128530E-06 , 6.5770019E-06 , 1.8478496E-05 , 7.0003853E-06 , 4.8767144E-06 , 5.2022384E-06 , 5.4033558E-06 , 7.6734567E-06 , 1.0876590E-06 , 1.3698541E-05 , 1.6162525E-05 , 1.3510075E-05 , 1.1410207E-05 , 1.0925978E-05 , 1.4119721E-05 , 1.3021632E-05 , 1.2705360E-05 , 4.3242906E-06 , 1.5678285E-05 , 1.9993133E-05 , 1.3762583E-05 , 1.2036229E-05 , 1.8219620E-05 , 1.7688916E-05 , 1.7439808E-05 , 1.7027229E-05 , 1.6411358E-05 , 1.4030603E-05 , 1.4173414E-05 , 1.4620208E-05 , 1.5010449E-05 , 1.5266784E-05 
 2.4665412E-11 , 3.1862802E-07 ,-1.4742829E-08 , 3.4599797E-07 , 3.6077830E-07 , 1.0362412E-06 , 1.2769091E-06 , 2.1561578E-06 , 3.1007580E-06 , 4.2132415E-06 , 4.6797077E-06 , 5.0837498E-06 , 5.1595076E-06 , 5.0328191E-06 , 4.7845899E-06 , 4.4812482E-06 , 4.1695249E-06 , 3.9365509E-06 , 3.7788816E-06 , 3.6372794E-06 , 6.9095240E-06 , 1.8439805E-05 , 7.1872247E-06 , 5.0366507E-06 , 5.3937495E-06 , 5.6223454E-06 , 7.8130101E-06 , 1.1424303E-06 , 1.3981724E-05 , 1.6130523E-05 , 1.3255847E-05 , 1.1179187E-05 , 1.0734848E-05 , 1.3919436E-05 , 1.3025308E-05 , 1.2711281E-05 , 4.6604668E-06 , 1.6027750E-05 , 1.9983564E-05 , 1.4087044E-05 , 1.2012678E-05 , 1.8218446E-05 , 1.7920610E-05 , 1.7653136E-05 , 1.7032387E-05 , 1.6419385E-05 , 1.4243528E-05 , 1.4387034E-05 , 1.4825026E-05 , 1.5205570E-05 , 1.5446898E-05 
 2.4667072E-11 , 3.1866800E-07 ,-1.7591921E-08 , 3.4795987E-07 , 3.6389191E-07 , 1.0364764E-06 , 1.2790100E-06 , 2.1588770E-06 , 3.1008457E-06 , 4.2129539E-06 , 4.6794638E-06 , 5.0837276E-06 , 5.1599156E-06 , 5.0336023E-06 , 4.7859639E-06 , 4.4833495E-06 , 4.1723802E-06 , 3.9403587E-06 , 3.7837626E-06 , 3.6432049E-06 , 6.9901890E-06 , 1.8430420E-05 , 7.2325493E-06 , 5.0754489E-06 , 5.4402073E-06 , 5.6754691E-06 , 7.8468637E-06 , 1.1557171E-06 , 1.4050421E-05 , 1.6122760E-05 , 1.3194175E-05 , 1.1123145E-05 , 1.0688482E-05 , 1.3870849E-05 , 1.3026199E-05 , 1.2712718E-05 , 4.7420183E-06 , 1.6112525E-05 , 1.9981242E-05 , 1.4165754E-05 , 1.2006965E-05 , 1.8218161E-05 , 1.7976816E-05 , 1.7653845E-05 , 1.7033639E-05 , 1.6421333E-05 , 1.4295180E-05 , 1.4438855E-05 , 1.4874711E-05 , 1.5252904E-05 , 1.5490591E-05 
 2.4667088E-11 , 3.1866838E-07 ,-1.7618715E-08 , 3.4797832E-07 , 3.6392119E-07 , 1.0364786E-06 , 1.2790297E-06 , 2.1589026E-06 , 3.1008465E-06 , 4.2129512E-06 , 4.6794615E-06 , 5.0837274E-06 , 5.1599194E-06 , 5.0336097E-06 , 4.7859768E-06 , 4.4833692E-06 , 4.1724071E-06 , 3.9403945E-06 , 3.7838085E-06 , 3.6432606E-06 , 6.9909476E-06 , 1.8430331E-05 , 7.2329755E-06 , 5.0758138E-06 , 5.4406442E-06 , 5.6759687E-06 , 7.8471821E-06 , 1.1558420E-06 , 1.4051067E-05 , 1.6122687E-05 , 1.3193595E-05 , 1.1122618E-05 , 1.0688046E-05 , 1.3870393E-05 , 1.3026208E-05 , 1.2712731E-05 , 4.7427852E-06 , 1.6113322E-05 , 1.9981220E-05 , 1.4166494E-05 , 1.2006911E-05 , 1.8218158E-05 , 1.7976818E-05 , 1.7653851E-05 , 1.7033650E-05 , 1.6421351E-05 , 1.4295666E-05 , 1.4439343E-05 , 1.4875179E-05 , 1.5253349E-05 , 1.5491002E-05 
 2.4678301E-11 , 3.1893844E-07 ,-3.6862733E-08 , 3.6122988E-07 , 3.8495187E-07 , 1.0380675E-06 , 1.2932199E-06 , 2.1772692E-06 , 3.1014389E-06 , 4.2110084E-06 , 4.6778144E-06 , 5.0835781E-06 , 5.1626752E-06 , 5.0389002E-06 , 4.7952573E-06 , 4.4975624E-06 , 4.1916934E-06 , 3.9661138E-06 , 3.8167770E-06 , 3.6832840E-06 , 7.5357948E-06 , 1.8366936E-05 , 7.5391175E-06 , 5.3378742E-06 , 5.7544408E-06 , 6.0347898E-06 , 8.0758445E-06 , 1.6749050E-06 , 1.4515072E-05 , 1.6070251E-05 , 1.2777036E-05 , 1.0744085E-05 , 1.0374875E-05 , 1.3542219E-05 , 1.3032231E-05 , 1.2722433E-05 , 5.2936199E-06 , 1.6685931E-05 , 1.9965541E-05 , 1.4698133E-05 , 1.1968323E-05 , 1.8216234E-05 , 1.7978582E-05 , 1.7658641E-05 , 1.7042103E-05 , 1.6434504E-05 , 1.4644549E-05 , 1.4789365E-05 , 1.5210779E-05 , 1.5573061E-05 , 1.5786123E-05 
 2.4682305E-11 , 3.1903487E-07 ,-4.3733896E-08 , 3.6596140E-07 , 3.9246097E-07 , 1.0407722E-06 , 1.2982865E-06 , 2.1838271E-06 , 3.1016505E-06 , 4.2103148E-06 , 4.6772263E-06 , 5.0835248E-06 , 5.1636592E-06 , 5.0407891E-06 , 4.7985709E-06 , 4.5026301E-06 , 4.1985796E-06 , 3.9752969E-06 , 3.8285486E-06 , 3.6975746E-06 , 7.7303349E-06 , 1.8344300E-05 , 7.6484269E-06 , 5.4314440E-06 , 5.8664833E-06 , 6.1629084E-06 , 8.1574894E-06 , 1.8602388E-06 , 1.4680746E-05 , 1.6051528E-05 , 1.2628301E-05 , 1.0608928E-05 , 1.0263055E-05 , 1.3425043E-05 , 1.3034381E-05 , 1.2725897E-05 , 5.4902979E-06 , 1.6890383E-05 , 1.9959942E-05 , 1.4887958E-05 , 1.1954545E-05 , 1.8215547E-05 , 1.7979211E-05 , 1.7660351E-05 , 1.7045120E-05 , 1.6439200E-05 , 1.4769119E-05 , 1.4914342E-05 , 1.5330607E-05 , 1.5687215E-05 , 1.5891497E-05 
