#format table ## [WaveView Analyzer] saved 00:06:11 Sat Jan  3 2015
TIME ,v(fgnd):pwidth=4.3e-08 ,v(fgnd):pwidth=8.6e-08 ,v(fgnd):pwidth=1.29e-07 ,v(fgnd):pwidth=1.72e-07 ,v(fgnd):pwidth=2.15e-07 ,v(fgnd):pwidth=2.58e-07 ,v(fgnd):pwidth=3.01e-07 ,v(fgnd):pwidth=3.44e-07 ,v(fgnd):pwidth=3.87e-07 ,v(fgnd):pwidth=4.3e-07 ,v(fgnd):pwidth=4.73e-07 ,v(fgnd):pwidth=5.16e-07 ,v(fgnd):pwidth=5.59e-07 ,v(fgnd):pwidth=6.02e-07 ,v(fgnd):pwidth=6.45e-07 ,v(fgnd):pwidth=6.88e-07 ,v(fgnd):pwidth=7.31e-07 ,v(fgnd):pwidth=7.74e-07 ,v(fgnd):pwidth=8.17e-07 ,v(fgnd):pwidth=8.6e-07 ,v(fgnd):pwidth=9.03e-07 ,v(fgnd):pwidth=9.46e-07 ,v(fgnd):pwidth=9.89e-07 ,v(fgnd):pwidth=1.032e-06 ,v(fgnd):pwidth=1.075e-06 ,v(fgnd):pwidth=1.118e-06 ,v(fgnd):pwidth=1.161e-06 ,v(fgnd):pwidth=1.204e-06 ,v(fgnd):pwidth=1.247e-06 ,v(fgnd):pwidth=1.29e-06 ,v(fgnd):pwidth=1.333e-06 ,v(fgnd):pwidth=1.376e-06 ,v(fgnd):pwidth=1.419e-06 ,v(fgnd):pwidth=1.462e-06 ,v(fgnd):pwidth=1.505e-06 ,v(fgnd):pwidth=1.548e-06 ,v(fgnd):pwidth=1.591e-06 ,v(fgnd):pwidth=1.634e-06 ,v(fgnd):pwidth=1.677e-06 ,v(fgnd):pwidth=1.72e-06 ,v(fgnd):pwidth=1.763e-06 ,v(fgnd):pwidth=1.806e-06 ,v(fgnd):pwidth=1.849e-06 ,v(fgnd):pwidth=1.892e-06 ,v(fgnd):pwidth=1.935e-06 ,v(fgnd):pwidth=1.978e-06 ,v(fgnd):pwidth=2.021e-06 ,v(fgnd):pwidth=2.064e-06 ,v(fgnd):pwidth=2.107e-06 ,v(fgnd):pwidth=2.15e-06 
 6.6460363E-13 , 6.1527559E-02 , 6.8326139E-02 , 7.2565740E-02 , 7.5439546E-02 , 7.7512281E-02 , 7.9074367E-02 , 8.0334776E-02 , 8.1299033E-02 , 8.2085444E-02 , 8.2737268E-02 , 8.3285021E-02 , 8.3750220E-02 , 8.4149972E-02 , 8.4493917E-02 , 8.4792421E-02 , 8.5052654E-02 , 8.5280306E-02 , 8.5479929E-02 , 8.5655236E-02 , 8.5809282E-02 , 8.5944587E-02 , 8.6063301E-02 , 8.6167219E-02 , 8.6257889E-02 , 8.6336648E-02 , 8.6404661E-02 , 8.6462951E-02 , 8.6512408E-02 , 8.6553861E-02 , 8.6588026E-02 , 8.6615555E-02 , 8.6636779E-02 , 8.6652516E-02 , 8.6663271E-02 , 8.6669508E-02 , 8.6671681E-02 , 8.6670177E-02 , 8.6665397E-02 , 8.6657700E-02 , 8.6647429E-02 , 8.6634916E-02 , 8.6620470E-02 , 8.6604394E-02 , 8.6586963E-02 , 8.6568468E-02 , 8.6549178E-02 , 8.6529328E-02 , 8.6509188E-02 , 8.6488989E-02 , 8.6468961E-02 
 6.6460715E-13 , 6.1527698E-02 , 6.8326337E-02 , 7.2565973E-02 , 7.5439804E-02 , 7.7512557E-02 , 7.9074656E-02 , 8.0335074E-02 , 8.1299341E-02 , 8.2085759E-02 , 8.2737588E-02 , 8.3285347E-02 , 8.3750550E-02 , 8.4150306E-02 , 8.4494253E-02 , 8.4792760E-02 , 8.5052996E-02 , 8.5280650E-02 , 8.5480274E-02 , 8.5655583E-02 , 8.5809630E-02 , 8.5944936E-02 , 8.6063651E-02 , 8.6167569E-02 , 8.6258240E-02 , 8.6336999E-02 , 8.6405012E-02 , 8.6463301E-02 , 8.6512758E-02 , 8.6554211E-02 , 8.6588375E-02 , 8.6615632E-02 , 8.6636858E-02 , 8.6652596E-02 , 8.6663352E-02 , 8.6669590E-02 , 8.6671765E-02 , 8.6670261E-02 , 8.6665482E-02 , 8.6657787E-02 , 8.6647516E-02 , 8.6635004E-02 , 8.6620559E-02 , 8.6604483E-02 , 8.6587053E-02 , 8.6568559E-02 , 8.6549269E-02 , 8.6529420E-02 , 8.6509280E-02 , 8.6489081E-02 , 8.6469053E-02 
 6.6461056E-13 , 6.1527833E-02 , 6.8326529E-02 , 7.2566200E-02 , 7.5440054E-02 , 7.7512824E-02 , 7.9074936E-02 , 8.0335364E-02 , 8.1299639E-02 , 8.2086063E-02 , 8.2737899E-02 , 8.3285662E-02 , 8.3750870E-02 , 8.4150629E-02 , 8.4494579E-02 , 8.4793089E-02 , 8.5053327E-02 , 8.5280983E-02 , 8.5480609E-02 , 8.5655919E-02 , 8.5809968E-02 , 8.5945274E-02 , 8.6063990E-02 , 8.6167908E-02 , 8.6258580E-02 , 8.6337339E-02 , 8.6405352E-02 , 8.6463641E-02 , 8.6513098E-02 , 8.6554550E-02 , 8.6588449E-02 , 8.6615707E-02 , 8.6636933E-02 , 8.6652673E-02 , 8.6663430E-02 , 8.6669670E-02 , 8.6671845E-02 , 8.6670343E-02 , 8.6665565E-02 , 8.6657870E-02 , 8.6647601E-02 , 8.6635090E-02 , 8.6620645E-02 , 8.6604570E-02 , 8.6587141E-02 , 8.6568647E-02 , 8.6549358E-02 , 8.6529509E-02 , 8.6509369E-02 , 8.6489170E-02 , 8.6469142E-02 
 6.6461398E-13 , 6.1527968E-02 , 6.8326721E-02 , 7.2566426E-02 , 7.5440305E-02 , 7.7513091E-02 , 7.9075216E-02 , 8.0335654E-02 , 8.1299937E-02 , 8.2086368E-02 , 8.2738209E-02 , 8.3285978E-02 , 8.3751189E-02 , 8.4150952E-02 , 8.4494905E-02 , 8.4793418E-02 , 8.5053658E-02 , 8.5281316E-02 , 8.5480943E-02 , 8.5656255E-02 , 8.5810305E-02 , 8.5945613E-02 , 8.6064329E-02 , 8.6168248E-02 , 8.6258920E-02 , 8.6337679E-02 , 8.6405692E-02 , 8.6463981E-02 , 8.6513437E-02 , 8.6554622E-02 , 8.6588522E-02 , 8.6615781E-02 , 8.6637009E-02 , 8.6652750E-02 , 8.6663508E-02 , 8.6669749E-02 , 8.6671926E-02 , 8.6670425E-02 , 8.6665647E-02 , 8.6657954E-02 , 8.6647685E-02 , 8.6635175E-02 , 8.6620732E-02 , 8.6604657E-02 , 8.6587228E-02 , 8.6568735E-02 , 8.6549446E-02 , 8.6529597E-02 , 8.6509458E-02 , 8.6489260E-02 , 8.6469232E-02 
 6.6461734E-13 , 6.1528101E-02 , 6.8326910E-02 , 7.2566649E-02 , 7.5440551E-02 , 7.7513354E-02 , 7.9075492E-02 , 8.0335939E-02 , 8.1300230E-02 , 8.2086668E-02 , 8.2738515E-02 , 8.3286288E-02 , 8.3751504E-02 , 8.4151270E-02 , 8.4495226E-02 , 8.4793741E-02 , 8.5053984E-02 , 8.5281644E-02 , 8.5481273E-02 , 8.5656586E-02 , 8.5810637E-02 , 8.5945945E-02 , 8.6064662E-02 , 8.6168582E-02 , 8.6259254E-02 , 8.6338014E-02 , 8.6406026E-02 , 8.6464316E-02 , 8.6513507E-02 , 8.6554693E-02 , 8.6588595E-02 , 8.6615855E-02 , 8.6637084E-02 , 8.6652826E-02 , 8.6663585E-02 , 8.6669827E-02 , 8.6672005E-02 , 8.6670505E-02 , 8.6665729E-02 , 8.6658036E-02 , 8.6647768E-02 , 8.6635259E-02 , 8.6620816E-02 , 8.6604742E-02 , 8.6587314E-02 , 8.6568822E-02 , 8.6549533E-02 , 8.6529685E-02 , 8.6509546E-02 , 8.6489348E-02 , 8.6469320E-02 
 6.6462059E-13 , 6.1528230E-02 , 6.8327093E-02 , 7.2566865E-02 , 7.5440789E-02 , 7.7513608E-02 , 7.9075758E-02 , 8.0336215E-02 , 8.1300514E-02 , 8.2086958E-02 , 8.2738811E-02 , 8.3286588E-02 , 8.3751808E-02 , 8.4151577E-02 , 8.4495537E-02 , 8.4794055E-02 , 8.5054299E-02 , 8.5281961E-02 , 8.5481591E-02 , 8.5656906E-02 , 8.5810958E-02 , 8.5946268E-02 , 8.6064985E-02 , 8.6168905E-02 , 8.6259578E-02 , 8.6338338E-02 , 8.6406350E-02 , 8.6464382E-02 , 8.6513575E-02 , 8.6554762E-02 , 8.6588665E-02 , 8.6615926E-02 , 8.6637156E-02 , 8.6652899E-02 , 8.6663660E-02 , 8.6669903E-02 , 8.6672082E-02 , 8.6670583E-02 , 8.6665807E-02 , 8.6658116E-02 , 8.6647849E-02 , 8.6635340E-02 , 8.6620898E-02 , 8.6604825E-02 , 8.6587397E-02 , 8.6568906E-02 , 8.6549617E-02 , 8.6529769E-02 , 8.6509631E-02 , 8.6489433E-02 , 8.6469405E-02 
 6.6462385E-13 , 6.1528358E-02 , 6.8327276E-02 , 7.2567081E-02 , 7.5441027E-02 , 7.7513863E-02 , 7.9076025E-02 , 8.0336490E-02 , 8.1300797E-02 , 8.2087249E-02 , 8.2739106E-02 , 8.3286889E-02 , 8.3752112E-02 , 8.4151885E-02 , 8.4495847E-02 , 8.4794368E-02 , 8.5054614E-02 , 8.5282278E-02 , 8.5481910E-02 , 8.5657226E-02 , 8.5811279E-02 , 8.5946590E-02 , 8.6065308E-02 , 8.6169229E-02 , 8.6259902E-02 , 8.6338662E-02 , 8.6406416E-02 , 8.6464449E-02 , 8.6513643E-02 , 8.6554831E-02 , 8.6588735E-02 , 8.6615997E-02 , 8.6637229E-02 , 8.6652973E-02 , 8.6663735E-02 , 8.6669979E-02 , 8.6672158E-02 , 8.6670660E-02 , 8.6665886E-02 , 8.6658195E-02 , 8.6647929E-02 , 8.6635422E-02 , 8.6620980E-02 , 8.6604908E-02 , 8.6587481E-02 , 8.6568989E-02 , 8.6549702E-02 , 8.6529854E-02 , 8.6509716E-02 , 8.6489518E-02 , 8.6469490E-02 
 6.6462699E-13 , 6.1528483E-02 , 6.8327453E-02 , 7.2567290E-02 , 7.5441257E-02 , 7.7514109E-02 , 7.9076283E-02 , 8.0336757E-02 , 8.1301072E-02 , 8.2087529E-02 , 8.2739392E-02 , 8.3287179E-02 , 8.3752406E-02 , 8.4152183E-02 , 8.4496148E-02 , 8.4794670E-02 , 8.5054919E-02 , 8.5282584E-02 , 8.5482218E-02 , 8.5657535E-02 , 8.5811590E-02 , 8.5946901E-02 , 8.6065620E-02 , 8.6169541E-02 , 8.6260214E-02 , 8.6338724E-02 , 8.6406479E-02 , 8.6464513E-02 , 8.6513708E-02 , 8.6554897E-02 , 8.6588802E-02 , 8.6616066E-02 , 8.6637299E-02 , 8.6653044E-02 , 8.6663807E-02 , 8.6670052E-02 , 8.6672232E-02 , 8.6670735E-02 , 8.6665962E-02 , 8.6658272E-02 , 8.6648007E-02 , 8.6635500E-02 , 8.6621060E-02 , 8.6604988E-02 , 8.6587561E-02 , 8.6569070E-02 , 8.6549783E-02 , 8.6529936E-02 , 8.6509798E-02 , 8.6489600E-02 , 8.6469572E-02 
 6.6463013E-13 , 6.1528607E-02 , 6.8327629E-02 , 7.2567498E-02 , 7.5441487E-02 , 7.7514355E-02 , 7.9076541E-02 , 8.0337024E-02 , 8.1301346E-02 , 8.2087810E-02 , 8.2739678E-02 , 8.3287469E-02 , 8.3752701E-02 , 8.4152480E-02 , 8.4496448E-02 , 8.4794973E-02 , 8.5055224E-02 , 8.5282891E-02 , 8.5482526E-02 , 8.5657845E-02 , 8.5811900E-02 , 8.5947212E-02 , 8.6065932E-02 , 8.6169854E-02 , 8.6260276E-02 , 8.6338786E-02 , 8.6406542E-02 , 8.6464577E-02 , 8.6513774E-02 , 8.6554964E-02 , 8.6588870E-02 , 8.6616135E-02 , 8.6637368E-02 , 8.6653115E-02 , 8.6663879E-02 , 8.6670125E-02 , 8.6672306E-02 , 8.6670811E-02 , 8.6666038E-02 , 8.6658349E-02 , 8.6648085E-02 , 8.6635579E-02 , 8.6621139E-02 , 8.6605068E-02 , 8.6587642E-02 , 8.6569151E-02 , 8.6549864E-02 , 8.6530017E-02 , 8.6509880E-02 , 8.6489682E-02 , 8.6469655E-02 
 6.6463322E-13 , 6.1528729E-02 , 6.8327803E-02 , 7.2567703E-02 , 7.5441714E-02 , 7.7514596E-02 , 7.9076794E-02 , 8.0337286E-02 , 8.1301616E-02 , 8.2088086E-02 , 8.2739959E-02 , 8.3287755E-02 , 8.3752990E-02 , 8.4152772E-02 , 8.4496743E-02 , 8.4795270E-02 , 8.5055523E-02 , 8.5283192E-02 , 8.5482829E-02 , 8.5658149E-02 , 8.5812205E-02 , 8.5947518E-02 , 8.6066239E-02 , 8.6169913E-02 , 8.6260336E-02 , 8.6338847E-02 , 8.6406604E-02 , 8.6464641E-02 , 8.6513838E-02 , 8.6555029E-02 , 8.6588936E-02 , 8.6616202E-02 , 8.6637437E-02 , 8.6653184E-02 , 8.6663950E-02 , 8.6670197E-02 , 8.6672379E-02 , 8.6670884E-02 , 8.6666113E-02 , 8.6658425E-02 , 8.6648161E-02 , 8.6635656E-02 , 8.6621217E-02 , 8.6605146E-02 , 8.6587721E-02 , 8.6569231E-02 , 8.6549944E-02 , 8.6530098E-02 , 8.6509960E-02 , 8.6489763E-02 , 8.6469735E-02 
 6.6463626E-13 , 6.1528850E-02 , 6.8327974E-02 , 7.2567905E-02 , 7.5441936E-02 , 7.7514834E-02 , 7.9077043E-02 , 8.0337543E-02 , 8.1301880E-02 , 8.2088357E-02 , 8.2740235E-02 , 8.3288035E-02 , 8.3753274E-02 , 8.4153059E-02 , 8.4497033E-02 , 8.4795563E-02 , 8.5055817E-02 , 8.5283488E-02 , 8.5483127E-02 , 8.5658448E-02 , 8.5812505E-02 , 8.5947819E-02 , 8.6066296E-02 , 8.6169971E-02 , 8.6260395E-02 , 8.6338907E-02 , 8.6406665E-02 , 8.6464703E-02 , 8.6513901E-02 , 8.6555093E-02 , 8.6589002E-02 , 8.6616269E-02 , 8.6637505E-02 , 8.6653253E-02 , 8.6664019E-02 , 8.6670267E-02 , 8.6672451E-02 , 8.6670957E-02 , 8.6666186E-02 , 8.6658499E-02 , 8.6648236E-02 , 8.6635732E-02 , 8.6621293E-02 , 8.6605223E-02 , 8.6587799E-02 , 8.6569309E-02 , 8.6550023E-02 , 8.6530177E-02 , 8.6510040E-02 , 8.6489842E-02 , 8.6469815E-02 
 6.6463924E-13 , 6.1528967E-02 , 6.8328141E-02 , 7.2568102E-02 , 7.5442154E-02 , 7.7515067E-02 , 7.9077288E-02 , 8.0337796E-02 , 8.1302141E-02 , 8.2088623E-02 , 8.2740506E-02 , 8.3288310E-02 , 8.3753553E-02 , 8.4153341E-02 , 8.4497318E-02 , 8.4795850E-02 , 8.5056106E-02 , 8.5283779E-02 , 8.5483419E-02 , 8.5658741E-02 , 8.5812800E-02 , 8.5947875E-02 , 8.6066352E-02 , 8.6170029E-02 , 8.6260453E-02 , 8.6338966E-02 , 8.6406725E-02 , 8.6464764E-02 , 8.6513963E-02 , 8.6555157E-02 , 8.6589066E-02 , 8.6616334E-02 , 8.6637571E-02 , 8.6653320E-02 , 8.6664087E-02 , 8.6670337E-02 , 8.6672521E-02 , 8.6671028E-02 , 8.6666259E-02 , 8.6658572E-02 , 8.6648310E-02 , 8.6635806E-02 , 8.6621369E-02 , 8.6605299E-02 , 8.6587875E-02 , 8.6569386E-02 , 8.6550100E-02 , 8.6530254E-02 , 8.6510117E-02 , 8.6489920E-02 , 8.6469893E-02 
 6.6464222E-13 , 6.1529085E-02 , 6.8328309E-02 , 7.2568300E-02 , 7.5442373E-02 , 7.7515300E-02 , 7.9077532E-02 , 8.0338049E-02 , 8.1302401E-02 , 8.2088889E-02 , 8.2740777E-02 , 8.3288586E-02 , 8.3753831E-02 , 8.4153623E-02 , 8.4497602E-02 , 8.4796137E-02 , 8.5056395E-02 , 8.5284070E-02 , 8.5483711E-02 , 8.5659035E-02 , 8.5812854E-02 , 8.5947930E-02 , 8.6066409E-02 , 8.6170086E-02 , 8.6260511E-02 , 8.6339025E-02 , 8.6406785E-02 , 8.6464825E-02 , 8.6514025E-02 , 8.6555220E-02 , 8.6589130E-02 , 8.6616399E-02 , 8.6637637E-02 , 8.6653388E-02 , 8.6664156E-02 , 8.6670406E-02 , 8.6672592E-02 , 8.6671099E-02 , 8.6666331E-02 , 8.6658645E-02 , 8.6648384E-02 , 8.6635881E-02 , 8.6621444E-02 , 8.6605375E-02 , 8.6587951E-02 , 8.6569463E-02 , 8.6550177E-02 , 8.6530332E-02 , 8.6510195E-02 , 8.6489998E-02 , 8.6469971E-02 
 6.6464515E-13 , 6.1529201E-02 , 6.8328473E-02 , 7.2568494E-02 , 7.5442587E-02 , 7.7515529E-02 , 7.9077772E-02 , 8.0338297E-02 , 8.1302656E-02 , 8.2089150E-02 , 8.2741044E-02 , 8.3288856E-02 , 8.3754105E-02 , 8.4153900E-02 , 8.4497882E-02 , 8.4796419E-02 , 8.5056679E-02 , 8.5284355E-02 , 8.5483998E-02 , 8.5659088E-02 , 8.5812908E-02 , 8.5947985E-02 , 8.6066464E-02 , 8.6170142E-02 , 8.6260568E-02 , 8.6339083E-02 , 8.6406844E-02 , 8.6464885E-02 , 8.6514086E-02 , 8.6555282E-02 , 8.6589193E-02 , 8.6616463E-02 , 8.6637702E-02 , 8.6653454E-02 , 8.6664223E-02 , 8.6670474E-02 , 8.6672661E-02 , 8.6671169E-02 , 8.6666401E-02 , 8.6658717E-02 , 8.6648456E-02 , 8.6635954E-02 , 8.6621518E-02 , 8.6605449E-02 , 8.6588026E-02 , 8.6569538E-02 , 8.6550253E-02 , 8.6530408E-02 , 8.6510272E-02 , 8.6490075E-02 , 8.6470047E-02 
 6.6464802E-13 , 6.1529315E-02 , 6.8328635E-02 , 7.2568685E-02 , 7.5442797E-02 , 7.7515754E-02 , 7.9078008E-02 , 8.0338541E-02 , 8.1302907E-02 , 8.2089407E-02 , 8.2741305E-02 , 8.3289121E-02 , 8.3754374E-02 , 8.4154172E-02 , 8.4498156E-02 , 8.4796695E-02 , 8.5056958E-02 , 8.5284635E-02 , 8.5484050E-02 , 8.5659140E-02 , 8.5812961E-02 , 8.5948038E-02 , 8.6066518E-02 , 8.6170197E-02 , 8.6260624E-02 , 8.6339140E-02 , 8.6406902E-02 , 8.6464944E-02 , 8.6514146E-02 , 8.6555342E-02 , 8.6589255E-02 , 8.6616526E-02 , 8.6637766E-02 , 8.6653519E-02 , 8.6664289E-02 , 8.6670541E-02 , 8.6672728E-02 , 8.6671238E-02 , 8.6666471E-02 , 8.6658787E-02 , 8.6648527E-02 , 8.6636026E-02 , 8.6621590E-02 , 8.6605522E-02 , 8.6588100E-02 , 8.6569612E-02 , 8.6550328E-02 , 8.6530483E-02 , 8.6510346E-02 , 8.6490150E-02 , 8.6470123E-02 
 6.6465090E-13 , 6.1529429E-02 , 6.8328796E-02 , 7.2568876E-02 , 7.5443008E-02 , 7.7515979E-02 , 7.9078243E-02 , 8.0338785E-02 , 8.1303157E-02 , 8.2089663E-02 , 8.2741566E-02 , 8.3289387E-02 , 8.3754643E-02 , 8.4154444E-02 , 8.4498430E-02 , 8.4796972E-02 , 8.5057236E-02 , 8.5284687E-02 , 8.5484102E-02 , 8.5659192E-02 , 8.5813014E-02 , 8.5948092E-02 , 8.6066573E-02 , 8.6170252E-02 , 8.6260680E-02 , 8.6339197E-02 , 8.6406960E-02 , 8.6465002E-02 , 8.6514206E-02 , 8.6555403E-02 , 8.6589317E-02 , 8.6616589E-02 , 8.6637830E-02 , 8.6653583E-02 , 8.6664355E-02 , 8.6670608E-02 , 8.6672796E-02 , 8.6671307E-02 , 8.6666540E-02 , 8.6658857E-02 , 8.6648599E-02 , 8.6636098E-02 , 8.6621662E-02 , 8.6605595E-02 , 8.6588173E-02 , 8.6569686E-02 , 8.6550402E-02 , 8.6530557E-02 , 8.6510421E-02 , 8.6490225E-02 , 8.6470198E-02 
 6.6465377E-13 , 6.1529542E-02 , 6.8328958E-02 , 7.2569066E-02 , 7.5443218E-02 , 7.7516203E-02 , 7.9078479E-02 , 8.0339028E-02 , 8.1303408E-02 , 8.2089919E-02 , 8.2741827E-02 , 8.3289652E-02 , 8.3754912E-02 , 8.4154716E-02 , 8.4498705E-02 , 8.4797248E-02 , 8.5057287E-02 , 8.5284738E-02 , 8.5484153E-02 , 8.5659245E-02 , 8.5813067E-02 , 8.5948145E-02 , 8.6066627E-02 , 8.6170307E-02 , 8.6260736E-02 , 8.6339254E-02 , 8.6407018E-02 , 8.6465061E-02 , 8.6514265E-02 , 8.6555464E-02 , 8.6589378E-02 , 8.6616652E-02 , 8.6637894E-02 , 8.6653648E-02 , 8.6664420E-02 , 8.6670675E-02 , 8.6672864E-02 , 8.6671375E-02 , 8.6666610E-02 , 8.6658928E-02 , 8.6648670E-02 , 8.6636169E-02 , 8.6621735E-02 , 8.6605668E-02 , 8.6588247E-02 , 8.6569760E-02 , 8.6550476E-02 , 8.6530632E-02 , 8.6510496E-02 , 8.6490300E-02 , 8.6470273E-02 
 6.6465664E-13 , 6.1529656E-02 , 6.8329120E-02 , 7.2569257E-02 , 7.5443429E-02 , 7.7516428E-02 , 7.9078715E-02 , 8.0339272E-02 , 8.1303659E-02 , 8.2090176E-02 , 8.2742089E-02 , 8.3289917E-02 , 8.3755181E-02 , 8.4154987E-02 , 8.4498979E-02 , 8.4797299E-02 , 8.5057338E-02 , 8.5284789E-02 , 8.5484205E-02 , 8.5659297E-02 , 8.5813120E-02 , 8.5948199E-02 , 8.6066681E-02 , 8.6170362E-02 , 8.6260792E-02 , 8.6339311E-02 , 8.6407076E-02 , 8.6465120E-02 , 8.6514325E-02 , 8.6555525E-02 , 8.6589440E-02 , 8.6616715E-02 , 8.6637958E-02 , 8.6653713E-02 , 8.6664486E-02 , 8.6670741E-02 , 8.6672932E-02 , 8.6671444E-02 , 8.6666679E-02 , 8.6658998E-02 , 8.6648741E-02 , 8.6636241E-02 , 8.6621807E-02 , 8.6605742E-02 , 8.6588320E-02 , 8.6569834E-02 , 8.6550551E-02 , 8.6530707E-02 , 8.6510571E-02 , 8.6490375E-02 , 8.6470348E-02 
 6.6465946E-13 , 6.1529767E-02 , 6.8329278E-02 , 7.2569444E-02 , 7.5443635E-02 , 7.7516649E-02 , 7.9078946E-02 , 8.0339511E-02 , 8.1303905E-02 , 8.2090427E-02 , 8.2742345E-02 , 8.3290178E-02 , 8.3755444E-02 , 8.4155254E-02 , 8.4499029E-02 , 8.4797349E-02 , 8.5057388E-02 , 8.5284840E-02 , 8.5484256E-02 , 8.5659348E-02 , 8.5813172E-02 , 8.5948252E-02 , 8.6066734E-02 , 8.6170416E-02 , 8.6260847E-02 , 8.6339367E-02 , 8.6407132E-02 , 8.6465178E-02 , 8.6514384E-02 , 8.6555584E-02 , 8.6589501E-02 , 8.6616776E-02 , 8.6638020E-02 , 8.6653777E-02 , 8.6664551E-02 , 8.6670807E-02 , 8.6672998E-02 , 8.6671511E-02 , 8.6666748E-02 , 8.6659067E-02 , 8.6648810E-02 , 8.6636312E-02 , 8.6621878E-02 , 8.6605813E-02 , 8.6588393E-02 , 8.6569907E-02 , 8.6550624E-02 , 8.6530780E-02 , 8.6510645E-02 , 8.6490449E-02 , 8.6470422E-02 
 6.6466293E-13 , 6.1529905E-02 , 6.8329473E-02 , 7.2569674E-02 , 7.5443889E-02 , 7.7516920E-02 , 7.9079230E-02 , 8.0339805E-02 , 8.1304207E-02 , 8.2090737E-02 , 8.2742660E-02 , 8.3290498E-02 , 8.3755769E-02 , 8.4155315E-02 , 8.4499090E-02 , 8.4797410E-02 , 8.5057450E-02 , 8.5284901E-02 , 8.5484318E-02 , 8.5659411E-02 , 8.5813236E-02 , 8.5948316E-02 , 8.6066800E-02 , 8.6170483E-02 , 8.6260915E-02 , 8.6339435E-02 , 8.6407202E-02 , 8.6465249E-02 , 8.6514456E-02 , 8.6555658E-02 , 8.6589576E-02 , 8.6616852E-02 , 8.6638097E-02 , 8.6653855E-02 , 8.6664630E-02 , 8.6670888E-02 , 8.6673080E-02 , 8.6671594E-02 , 8.6666832E-02 , 8.6659152E-02 , 8.6648896E-02 , 8.6636398E-02 , 8.6621966E-02 , 8.6605901E-02 , 8.6588481E-02 , 8.6569996E-02 , 8.6550714E-02 , 8.6530870E-02 , 8.6510735E-02 , 8.6490539E-02 , 8.6470513E-02 
 6.6466581E-13 , 6.1529907E-02 , 6.8329634E-02 , 7.2569865E-02 , 7.5444100E-02 , 7.7517145E-02 , 7.9079466E-02 , 8.0340049E-02 , 8.1304458E-02 , 8.2090993E-02 , 8.2742922E-02 , 8.3290763E-02 , 8.3755819E-02 , 8.4155366E-02 , 8.4499140E-02 , 8.4797461E-02 , 8.5057501E-02 , 8.5284953E-02 , 8.5484370E-02 , 8.5659463E-02 , 8.5813288E-02 , 8.5948370E-02 , 8.6066854E-02 , 8.6170538E-02 , 8.6260971E-02 , 8.6339492E-02 , 8.6407260E-02 , 8.6465307E-02 , 8.6514516E-02 , 8.6555719E-02 , 8.6589637E-02 , 8.6616915E-02 , 8.6638161E-02 , 8.6653920E-02 , 8.6664696E-02 , 8.6670954E-02 , 8.6673148E-02 , 8.6671663E-02 , 8.6666901E-02 , 8.6659222E-02 , 8.6648967E-02 , 8.6636470E-02 , 8.6622038E-02 , 8.6605974E-02 , 8.6588555E-02 , 8.6570070E-02 , 8.6550788E-02 , 8.6530945E-02 , 8.6510810E-02 , 8.6490614E-02 , 8.6470588E-02 
 6.6466868E-13 , 6.1529909E-02 , 6.8329796E-02 , 7.2570055E-02 , 7.5444310E-02 , 7.7517369E-02 , 7.9079702E-02 , 8.0340293E-02 , 8.1304709E-02 , 8.2091250E-02 , 8.2743183E-02 , 8.3290814E-02 , 8.3755870E-02 , 8.4155416E-02 , 8.4499191E-02 , 8.4797511E-02 , 8.5057551E-02 , 8.5285004E-02 , 8.5484422E-02 , 8.5659516E-02 , 8.5813341E-02 , 8.5948423E-02 , 8.6066909E-02 , 8.6170593E-02 , 8.6261027E-02 , 8.6339549E-02 , 8.6407318E-02 , 8.6465366E-02 , 8.6514576E-02 , 8.6555780E-02 , 8.6589699E-02 , 8.6616978E-02 , 8.6638225E-02 , 8.6653985E-02 , 8.6664762E-02 , 8.6671021E-02 , 8.6673215E-02 , 8.6671732E-02 , 8.6666971E-02 , 8.6659293E-02 , 8.6649038E-02 , 8.6636542E-02 , 8.6622111E-02 , 8.6606047E-02 , 8.6588629E-02 , 8.6570144E-02 , 8.6550863E-02 , 8.6531020E-02 , 8.6510885E-02 , 8.6490690E-02 , 8.6470663E-02 
 6.6467193E-13 , 6.1529912E-02 , 6.8329979E-02 , 7.2570271E-02 , 7.5444548E-02 , 7.7517624E-02 , 7.9079968E-02 , 8.0340569E-02 , 8.1304992E-02 , 8.2091540E-02 , 8.2743241E-02 , 8.3290872E-02 , 8.3755927E-02 , 8.4155473E-02 , 8.4499248E-02 , 8.4797569E-02 , 8.5057609E-02 , 8.5285062E-02 , 8.5484480E-02 , 8.5659575E-02 , 8.5813401E-02 , 8.5948484E-02 , 8.6066970E-02 , 8.6170656E-02 , 8.6261090E-02 , 8.6339614E-02 , 8.6407383E-02 , 8.6465433E-02 , 8.6514643E-02 , 8.6555848E-02 , 8.6589769E-02 , 8.6617049E-02 , 8.6638297E-02 , 8.6654058E-02 , 8.6664837E-02 , 8.6671097E-02 , 8.6673292E-02 , 8.6671809E-02 , 8.6667049E-02 , 8.6659372E-02 , 8.6649119E-02 , 8.6636623E-02 , 8.6622193E-02 , 8.6606130E-02 , 8.6588712E-02 , 8.6570228E-02 , 8.6550947E-02 , 8.6531104E-02 , 8.6510970E-02 , 8.6490775E-02 , 8.6470748E-02 
